Feature ID	Taxon	Confidence
925b0d51bb3e637a8957ef777a8212f9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E_490551;s__Sulfitobacter_E_490551 salinus	0.7392197415991326
623217d7997d7ee6b2a3a7b3d4ad4c7e	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E_490551;s__Sulfitobacter_E_490551 salinus	0.745567979506638
1c5cadd2a4d8a7b64cb37cc59aec020d	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter;s__Phaeobacter italicus	0.8889107881423753
1c9f367f2898a8d923fdae1c5b5ab719	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.999079974043486
63c9003319d2d86cb06acacb9ac207a7	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E_490551;s__Sulfitobacter_E_490551 salinus	0.8126233583630208
d6a81324c2c52894a73aea31b86c61e3	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.9975531762163503
b3f99b1e0f6f9a55f07b39f43b1ec8e4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E_490551;s__Sulfitobacter_E_490551 salinus	0.7491638507518714
e4c65cc9561aa09d0f850a6c461a5aef	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.9620122381942854
13981dbc202844648fb417d979264f35	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter;s__Phaeobacter italicus	0.9498741258303063
fa17a4b2f8f60ea7e843d22112ae8327	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.9916553869108189
d7266aaf81b186f0625ce4007adb71d0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	0.99892680556571
ca0ed7e20089da6ab6581f90917d5ea9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.970028367111408
98712c8755f13d3c0e033406f7b1ed29	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A_501582;f__Rhodobiaceae;g__Rhodobium;s__Rhodobium gokarnense	0.7663233773719841
dede2c7f661590429b8aeba35b5b91f5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter;s__Phaeobacter italicus	0.9974677531283872
810e8ec68d44ee8c8148342600b1a1ca	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales	0.9005360154404561
3d6c115a6047ce6fac580e6d31efbeca	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter;s__Phaeobacter italicus	0.7372175796118959
88c603fe38b6bf6265efad25d1a6156a	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Flavobacteriaceae;g__Zobellia;s__Zobellia galactanivorans	0.9873004455372164
ba38673dbdb6143ab957e751d061a05c	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae	0.7873841968649328
242673255665244fc28b1421b48d7623	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__Profundibacter amoris	0.7557686435583849
24ecc383b64187bf8b59c10e67783cc1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Vibrionaceae;g__Photobacterium;s__	0.940303373913914
60e926e45d1ea97b79e0b43196eb8406	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales_877923;f__Flavobacteriaceae;g__Maribacter_A_823795;s__Maribacter_A_823795 stanieri	0.9981442041716562
6ad9cee21e4bd8b364b4e8c2c5f937ab	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E_490551;s__Sulfitobacter_E_490551 salinus	0.814919879175268
922ff7434fb331499e75c79cb9210500	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E_490551;s__Sulfitobacter_E_490551 salinus	0.8810129454203749
a65c769748bc992a9556b7896d083704	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__OLB8 sp001567405	0.9718522387884143
04642b6503d41db55fc1c003f786ba55	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Parasedimentitalea;s__Parasedimentitalea marina_A	0.9267799318249716
c28153ad7d26666ff02d63572df8e597	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.9460356043544751
f6bc04383d34192cfd8c05d01c2cab93	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.9660386320889736
8daefbdcefc7f1b6dd5d43e4d1045b4d	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomicrobium_483265;s__Sphingomicrobium sediminicola	0.7753023590117555
8b46c4d35d3fa8fc6c8726eb2e678251	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Vibrionaceae;g__Vibrio_678715	0.9978393938551645
439452c81132727bb327cb693dd7fb51	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.9845006817730755
54ca9418be668567390f5559870ea11c	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E_490551;s__Sulfitobacter_E_490551 salinus	0.849731877971635
d21736f02e88bc7bc4ff26981e76d162	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae	0.9898562802498043
7c2ba1e779123907d527e348772e3d64	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.9701732695959127
2c032a0246ac22cfd66bdc282529d09a	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.7940906470262502
ab2f513743df0ef3d0f01387a59e966b	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E_490551;s__Sulfitobacter_E_490551 salinus	0.8200698847155348
53ddb89910b87b5dc7aff1ecf0251251	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E_490551;s__Sulfitobacter_E_490551 salinus	0.8070788893817578
127d178029b5585c74d5e18350c7bfcd	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	0.9999584190637103
48db71c9d372d44a2e5f20c11cb290a2	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.9999965231592183
cf5f78dba2a2b372d4013442ac5a2df8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter_E_490551;s__Sulfitobacter_E_490551 salinus	0.753585016752634
717a271222d79c8abad7a84fc0b94566	d__Bacteria	0.9999999991106959
4282e65b50ebfabacc144ec3dd63db4c	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales	0.9809008106528562
a24c48e1bed5b17e6c4c84d552ae4532	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales_A_737866;f__Vibrionaceae;g__Vibrio_678715	0.999343076304843
708013cf31d4bcbefe14d6c9511d269e	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium_A_485959;s__Sphingobium_A_485959 scionense	0.7067999116894553
ab14169b9c82cc636d7be5f3593f7054	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__AKYH767-A;f__2013-40CM-41-45;g__QQVM01;s__QQVM01 sp004295015	0.9524333431532227
9d78ad903a582f4226cf397892d21730	d__Bacteria	0.999997345317416
8c3b34bb8e159d57a0b9c5bfece6cdd4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A_501582;f__Rhodobiaceae;g__Rhodobium;s__Rhodobium gokarnense	0.8250094085445178
13bc99ea219e9e1f355b9c1f05387b83	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter;s__Phaeobacter italicus	0.9906272229365336
6799824b46dac5cbd01fa64b4eddf8ec	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales_636437;f__Thiotrichaceae_636437;g__Leucothrix_636437;s__	0.9999767957984005
c09312116eaf0adf2fd7f6f5fa1c3217	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales	0.9923474504301726
b236f2e65f189af90821dee45cd2c9e8	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__Profundibacter amoris	0.9917276661056081
55efc809aa1c135e12e13f5cbb3267bc	d__Bacteria	0.9999995296149466
6ae30398c4d0e9e321ca7000d0b6ef78	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Phaeobacter;s__Phaeobacter italicus	0.8920276178905829
059ea6bfcccecd545ab33a5fa0a7602e	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.9999541364675633
2db480f08bacb1e907335221645fde78	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales	0.9926931593111218
ab74577f68f66416379016cf379eb627	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__OLB8;s__OLB8 sp001567405	0.7179396424048968
953e7a0bb0ab0f21f2769a582bbd407a	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.9360251539195839
b2def5ad76641b9b449e29b52f1671a4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.8380492099884372
882f5fc0989aa557b1885ce138af60b8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae	0.9205046908385367
cdf900a953035355fa1a13c3231e12c5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.7697641765074572
deaabafbb44b0b213d65778c2e1e4010	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales	0.9823754157309029
1265d2af086557538476301ef53b6c68	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Profundibacter;s__Profundibacter amoris	0.8595850321341663
cd049d01877e5ddd98ce7768ce5e909e	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Granulosicoccales;f__Granulosicoccaceae;g__Granulosicoccus;s__	0.9790530149494534
09e25431f09f95b7dfe91767a029495c	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales	0.9518513027156253
74c6cf178696894ae0d4b68355d25fd9	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae	0.8854516891125879
38c7dbcc624de9d79ee6b33caa04aca4	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria	0.9999999327274736
8148c84c0d0c38c363bfcd6f48d5d877	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales_A_501396;f__Rhizobiaceae_A_499470	0.9618581018460346
