OTU_ID	SRR10153291	SRR10153292	SRR10153293	SRR10153294	SRR10153295	SRR10153302	SRR10153313	SRR10153324	SRR10153325
ed52c617009b9644e408e768064827eb	19.0	29.0	9.0	8.0	7.0	0.0	6.0	12.0	9.0
e375465727a26fc34fdf73c7e3fac5fd	0.0	0.0	0.0	0.0	8.0	0.0	64.0	1.0	0.0
43fa912b392233170637866cd53c44e0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0
a1ddcf4329f265217a1167d5af0d9ebb	0.0	0.0	0.0	0.0	0.0	58.0	0.0	30.0	0.0
e67898a48fd8cd17f4391f67d04416ad	30.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0
577f780bfbac000598b853b9257aa4f6	0.0	0.0	0.0	0.0	0.0	0.0	92.0	0.0	0.0
e73d483182620f456406182c66f00ff5	0.0	0.0	0.0	0.0	0.0	0.0	29.0	29.0	34.0
71bb677676e35c8b573676f62d4cbca3	0.0	0.0	0.0	0.0	0.0	0.0	25.0	26.0	29.0
5a29075280dd33acc3c31de66e126a73	0.0	0.0	70.0	0.0	7.0	0.0	0.0	0.0	0.0
4426cc7ac9236e8d7605309b20b3dfbf	0.0	0.0	0.0	0.0	0.0	0.0	68.0	8.0	0.0
77dca9973603bef784621a49b001a0ef	0.0	0.0	35.0	0.0	25.0	20.0	0.0	0.0	0.0
8feaefa5b58ea4ecff7277aa6178c91e	0.0	0.0	0.0	20.0	24.0	25.0	0.0	0.0	0.0
f7af7f76f4df34b3fa2fefb16918b33d	0.0	0.0	0.0	0.0	0.0	0.0	25.0	55.0	0.0
c11fd5849fcf9939d27f02407aa9b138	61.0	0.0	0.0	22.0	3.0	0.0	0.0	0.0	0.0
50fe0a6a66c8a5f4ac6df0263a5d9e88	0.0	0.0	0.0	0.0	0.0	0.0	65.0	19.0	0.0
456846e0fb41c3102b0774463a9a9df3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0
bff281c4ea7d9599638a175752240851	0.0	0.0	7.0	0.0	0.0	0.0	26.0	22.0	38.0
fd9d1b0105331f4f6f8ef066514ed5d3	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	55.0
d47e0010de2672a756af7565f9196df0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	34.0	29.0
2a910150af1f95004692a79921608de4	0.0	0.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0
fd8032c0f03e4e908a911aa5eb55d38a	24.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0
1bed10d95ea05b739673d49c239bbd56	23.0	0.0	17.0	17.0	7.0	15.0	0.0	0.0	0.0
c39948a344c55ca3a5b29d4cba0072be	0.0	0.0	7.0	5.0	25.0	18.0	0.0	0.0	0.0
065d4c763dabd00bd5715087b054a0fe	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0	0.0
2eb736c7400b21d824cebc353e476fd4	0.0	0.0	0.0	0.0	24.0	45.0	0.0	0.0	0.0
60a20cdfa34a242c87aa18419a265645	32.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0
f925b9e81af97401c6904ee81c4778da	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0
8bee071333f85fa9802ace12e71d3822	0.0	0.0	0.0	0.0	0.0	0.0	42.0	33.0	0.0
f00b24003989e97207660c74f1ea2fab	0.0	0.0	0.0	0.0	0.0	0.0	28.0	38.0	0.0
c3dc5429a079809410c5798685172171	0.0	0.0	0.0	0.0	0.0	0.0	28.0	44.0	0.0
106b8d92638a8afe6a20959285b2302a	44.0	0.0	0.0	6.0	0.0	29.0	0.0	0.0	0.0
70d5f268725d9c00eb67075466c13a1e	0.0	0.0	0.0	0.0	29.0	34.0	0.0	0.0	0.0
11496d1bea08c6b988038e63e67cbb2f	0.0	0.0	39.0	10.0	10.0	0.0	0.0	0.0	0.0
4d64d9f6511598e1e2e9ec1f3ca92f99	0.0	0.0	0.0	28.0	19.0	16.0	0.0	0.0	0.0
816cbe5b34417dc160b5279f333853a6	53.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0
64fb568653704fa7dc0daf5074c19ee7	36.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	0.0
027429ee7ed407a8d663f503878ec4b1	33.0	6.0	7.0	14.0	16.0	9.0	0.0	0.0	0.0
04fa7e7a3aca0487d9ad96c6e06e59fc	0.0	51.0	0.0	5.0	0.0	7.0	0.0	0.0	31.0
6abba8a01f3a22166dbe7ad896cc5efd	0.0	0.0	0.0	0.0	26.0	46.0	0.0	0.0	0.0
5fe4a43a1ab6bd409ed7c6741408e2b3	0.0	0.0	19.0	39.0	0.0	0.0	0.0	0.0	0.0
a670409a4fb51cfa756918c29c0c626a	39.0	0.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0
3db003b60dc9e7d9e25f936f465fbd92	0.0	0.0	0.0	24.0	0.0	34.0	0.0	0.0	0.0
8d1634f23842a73a82139f73e02cc0dd	0.0	0.0	33.0	0.0	0.0	32.0	0.0	0.0	0.0
6ed2514bf0a4d2fa1d620f306f7a64c2	0.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0
d7a90102dc972b4a9193871975ca8142	0.0	0.0	6.0	18.0	19.0	14.0	0.0	0.0	0.0
ba45c883a30b9081deabf6bd6d4c565c	0.0	0.0	0.0	0.0	0.0	0.0	36.0	34.0	0.0
c5958e543bb396bf6699e41212279fd0	0.0	0.0	42.0	12.0	0.0	0.0	0.0	0.0	0.0
458502aa44175924afd417e632853cef	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0
b3927294b8ec0753fef008017d1bc53f	0.0	0.0	0.0	0.0	0.0	0.0	13.0	41.0	21.0
abb569f59553bd29914ea72b182e169b	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0
5f76a24d618542961338a8ffa885e9b5	0.0	0.0	0.0	0.0	0.0	0.0	51.0	15.0	0.0
a0d17e8376e911da7a000542f66bcace	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0
4b7d77caee382640e2f4f3cff6701ec9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0
e7304b9fa263809b434b5527a5e0a28a	0.0	62.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0
4290aa4c3f14bb71909abb7218d94c65	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0
6e7576fedcd00f657737d24a59b5a6f1	0.0	0.0	0.0	0.0	0.0	0.0	16.0	27.0	27.0
08abf05a188351b9428b96667ac6c938	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0
cf06ddd7548d4d7e3f0ba7d2acf25b9a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0
0bc91181e21b19af4922fb58877b869b	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0
f51cffe7b612d3fcf8a9b3adbaa54ad3	0.0	0.0	0.0	0.0	16.0	41.0	0.0	0.0	0.0
c3c1882cc30b7f715ed686feb37dbb8c	0.0	0.0	0.0	9.0	28.0	10.0	0.0	0.0	0.0
ebf7b6d2e5329da80b085d9c7602af8f	54.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6d795facd5dd7d28617e54ac1f1a4b33	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0
e1e9abaabed48a96b5beb32b20a91ba8	0.0	0.0	0.0	0.0	35.0	17.0	0.0	0.0	0.0
0577893fe076129fca18fd63b6c75138	0.0	0.0	17.0	8.0	0.0	40.0	0.0	0.0	0.0
e11d823a2282b4b37b5ee475e8bedf38	0.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bf8c24ff492386f4abdfb19bc4e6313d	0.0	0.0	21.0	0.0	0.0	0.0	0.0	36.0	0.0
f89c5f9cdb636cf86d7ad98807df5911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0
73a2d394d4be09d1013311fb91ed6077	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0
564c3c344896848d6df019a6325cd7b4	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0
7ff4592d1893e1653b2e6a50b55fafb9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0
4a34e5e7c3a09c6c31d075726afb2e3a	0.0	0.0	0.0	9.0	0.0	0.0	18.0	25.0	0.0
bc3b1617278c7aefe7c226b39be2a130	0.0	0.0	57.0	0.0	0.0	0.0	0.0	0.0	0.0
fc8f3f0f708a1f9d865e1f39b6c018c6	41.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
262a1e745f78ba14a2d2b6681495db8f	0.0	0.0	0.0	0.0	0.0	0.0	8.0	16.0	32.0
a03b859ce1e6f20027af9c4e84300fe7	0.0	0.0	0.0	28.0	0.0	28.0	0.0	0.0	0.0
e9f424a12c2397525047bf2cbffe8e0c	0.0	0.0	0.0	16.0	23.0	0.0	0.0	0.0	0.0
474284aa1c059abcfb4256edd9220141	0.0	0.0	0.0	0.0	0.0	0.0	35.0	19.0	0.0
e220d62545ca253eb2ea5dbf803f8eb0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0
f075a8f8978691b8a90e75e88d89a188	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0
4f85857c2d8d8332acc0b6b937c09faf	0.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0
72a11f38ae5f86f73a4ac1866ab5d917	0.0	0.0	0.0	0.0	29.0	14.0	0.0	0.0	0.0
ed6deac1abddc6b1ca677b760b70c9b7	30.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0
62321584baf721390b6ad616d0b9baf6	0.0	0.0	0.0	10.0	0.0	0.0	19.0	11.0	11.0
cbfe94478c3d49528f72cbcf850f85b1	0.0	0.0	0.0	0.0	31.0	0.0	0.0	16.0	0.0
6db3d4578d97d84cd16982d9400845ec	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0
75e08815b9342f47da63a6d559dade7a	40.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0
