OTU_ID	SRR10153291	SRR10153292	SRR10153293	SRR10153294	SRR10153295	SRR10153302	SRR10153313	SRR10153324	SRR10153325
8ff01831f30faf7ea09242730ab1795a	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ef2b95bbe931d46a3d16f98a7de5413f	19.0	19.0	7.0	9.0	5.0	0.0	0.0	0.0	0.0
3ea84a7b057665685231a604db30cf8a	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0
2c419cafb7b6de88c3375d33735ef422	0.0	0.0	8.0	21.0	0.0	10.0	0.0	0.0	0.0
b1e8195c9f8fa4685e052abf2a671dd7	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0
49f0db081185a24bcc94024a60ed3167	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0
ceb4764a2d604f633fa56e2d68aa1950	0.0	0.0	0.0	0.0	0.0	0.0	30.0	17.0	0.0
5c627534c9f7cbbd97de0e6e8b8483a6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0
ec3d3117f023714c23c18bc5026b0bed	28.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0
368f2cf46651b3ca1681f0e1c7dcecf8	0.0	0.0	28.0	0.0	0.0	0.0	0.0	18.0	0.0
d3568bbcab23729fc4e35f47be826eb0	0.0	0.0	27.0	0.0	23.0	0.0	0.0	0.0	0.0
66ba8317d5f1ab79f810d46fccbd4da3	0.0	0.0	0.0	16.0	24.0	0.0	0.0	0.0	0.0
c3ca493f635cf70927f4f9ecdaddfdf9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0
58c562fb1447b05ad0898beb271c99cf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0
c47946828e4aa82cc526bef32b9cc643	39.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0
27fcbb92190ed2c28771c6fc20093b79	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0
587d525f16cebb7268327decff5f8417	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8376720aa7a2a202bb7becf71e75d71b	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
da35a80c46388073d7474bff64a309f5	0.0	0.0	0.0	5.0	33.0	0.0	0.0	0.0	0.0
5a5c7e63a8e6c7217883987337226a21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0
df5b1c879eacf45e88f8d7c84421e39b	0.0	0.0	12.0	0.0	19.0	8.0	0.0	0.0	0.0
e4b22e9c305e7e70c5e20dd2989dc84c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	32.0
d415e0e50d7fcc0ed1795cdecd0c1ae6	0.0	0.0	46.0	0.0	0.0	0.0	0.0	0.0	0.0
849c579a40fb3c1b74372c4a4829a98a	0.0	0.0	0.0	19.0	0.0	12.0	0.0	0.0	0.0
f91b0fffc475bebf77b1d00169d8a335	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0
000709a39539a93689e298e3b4e83dee	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3b77b929a0dfff0f631d6a2ab82843af	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0
2dfa00240574edfde21e6fa25ce62d39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0
c2429c3d8528a3505d19c0d751458428	0.0	0.0	21.0	6.0	14.0	0.0	0.0	0.0	0.0
6068c7c3e34d8c47e39e15ffae7e1050	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0
a064ad3e21962125be05c4799bbc250a	24.0	31.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0
3e037a24157fdb630f8b1de09e40b998	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0
d17c7fa6abbb78d4e29d124d15e60ad4	0.0	0.0	0.0	7.0	26.0	0.0	0.0	0.0	0.0
068d9169737c2f99e6c65dfb1e4e9925	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0
3b6589e4684b84c995df96eca71b4414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0
58d894891c12a76c96c435de7409452a	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0
b474598532c39119160e561f219ff8f4	0.0	0.0	0.0	0.0	0.0	0.0	26.0	15.0	0.0
e095db62914ea17b5e0976939adef34f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0
6b7fd914f6a002f40d9368998c7c72b0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5b75fc085a2a15cf01caff1b63b3974d	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14d3f3224d22f77bd3900c5f46bcb774	0.0	0.0	21.0	0.0	24.0	0.0	0.0	0.0	0.0
f2696a0d1e699eac018a3c820d18d7f2	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0
21c773d2131144b4b1094bad42387317	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0
4d33f3dcf507dee2bc8fa65f5adb568c	42.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b033bb7236ffc7814073143c8e40d0bd	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0
aa9ec499f5a361f96d9705ff2a8baac7	0.0	0.0	0.0	12.0	19.0	0.0	0.0	0.0	0.0
144221a5c2dd5827895b85eb584574e4	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
87b5d14a62e3746ce882090d0d8834f0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0
6ba97f860cecd07b82ded2dc727dfc45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0
8d6a5601d9b9e0fd3c557c63c0669802	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fc24225ba9603df0d9d273f71d9ea904	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0
e9e4546653180155024c191a0b1fee14	0.0	0.0	0.0	0.0	16.0	22.0	0.0	0.0	0.0
97fe4bca8b31dd4f64d14bebbf64c981	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0
7e510e41c4cad4f730a04f436349ffe9	0.0	0.0	0.0	17.0	8.0	0.0	0.0	0.0	0.0
4d79691fdd00301798418078e4a53c92	0.0	0.0	0.0	0.0	0.0	0.0	24.0	16.0	0.0
043d0d5798eec2dbb21c6e4c755a9309	23.0	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c448741b40b4e0e0face0e92674bb154	0.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e4bff008233a9dd769bcada6f8cc469e	0.0	28.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
b3acad179ce3e74a51c264239ea1955a	0.0	0.0	0.0	23.0	0.0	14.0	0.0	0.0	0.0
3437d68f86bd0ef234027a35b8085435	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
25d3b3393c16b23e7cc6ef23574f4221	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0
6a5e8987de88ccaa85000840d48b5ba5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0
d1853f1c26fc370207b62273acfe730f	0.0	65.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e7f311968ae0187b5a5ae45a22d48d27	0.0	35.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
1bdf98c398fecfa64a280418906741bc	0.0	16.0	0.0	0.0	0.0	0.0	11.0	0.0	22.0
db12968e37ebc399b593098f072971b0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0
3722521703711b21e13f4eee1912938c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0
5a1c5f68e76310a52f65cef1dce1920d	12.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0
08ba58c1bd1490e6bdcb32f8b0e85638	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0
f095e67c7538fb6d0026b94f3af5d6b2	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0
b9b2a60fcf255b1f683cfb0ce5e21640	0.0	0.0	0.0	8.0	0.0	16.0	0.0	0.0	0.0
e47107974bdc009bd080d04b4f92b0a7	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0
97a5b9691037618eeca2bf25210da585	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0
65ba338e937b32d6e167eb71dbc298c5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0
4eef6d5bc5464dbffbf00f42613ef18e	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0
e54e7763fea780c855e2e3aa0be78457	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0
a0cf0c7a2285f092c15305bc91bcda5a	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0
7ffe731e82c0eb4d5bc58ca616663060	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0
19cd5ce6ee60d6c25845fe8d38f831ea	0.0	0.0	0.0	0.0	0.0	0.0	5.0	25.0	0.0
2286ae7d2c7566109c889478693a81b8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0
f2b2ce2001f265b857c7f70e5a4f8f90	0.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a75c2c2e9dea2cc1ef7ab3c8ff9244df	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
188e2634ce39434d8d37588b93ddab18	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0
9ea1702e5f6a9d9aaa42c8b31591f1c5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0
fa3342041caddc767b055beb66debcf1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0
dc99ac0201e9a40cd9ca56058d8a8be0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0
e9aedc62c3d6c98274f84d6ecd255f17	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f6be9f7fe0fb645a6492e08024e2cb42	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
677a9aa1474dd3b38278c37e6331b330	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0
dffff864a26b86e8e2560012beab2e68	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0
642056db341636a4781ea67e3e8080f5	0.0	0.0	0.0	0.0	0.0	0.0	15.0	18.0	0.0
ccfb5fe27f9188a5b41513d740226cae	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
f3a194d4efe7fb1b9808df8b014306bd	0.0	0.0	27.0	0.0	0.0	10.0	0.0	0.0	0.0
fa13bb01d6f09945063c8e90fd76c72e	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0
855df19f3016cca45465ef88945c4a63	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0
023c36302e0f59a8b97576c266222a65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0
74b98c9d620cfc949f2c4fc102bbdcf5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0
cad68bdc6b019f635e80d9e4228395bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0
7158bcf6b0ecc5bd1e51e846a47d74ef	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29eb7ad9ff78051f6c2f01e1d83a6bca	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6600793ecc55a9e0c396ae2f0e4dc53b	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cadb81f0ccb8cb787f1bf6c2b196a55a	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
077c90bb148b2c7f3363e0cbdb04ca8b	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0
22be1c6b9301a78bc14db1a90e0862b2	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0
3190348c2e3615f17e0efc25113017fc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0
d34b429ae0210145e017977437a74884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
ff4a9cf32c1219aeef08bf185e4e1404	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c12a14e276d5f5fc0ed56bcdb46c5418	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0
276c750bd2224ccb30b4318ca9b6643a	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0
c8414a14d72837e6a1714d892ab0efbc	0.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0
114bedc4f91f80627baaa1c7d6f4766e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	27.0
ca92688e63901473b5210cade7bafb1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
ba4c85cdd19c999fbf09876e86f5f68a	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f4e0cf5f95f9129788fdf3e13db07cc5	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0
b11acf0fd5e548ff37de03d9e5060559	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0
886b5b9ab558b4f8627bd6a014481bfe	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0
c9f350d2d01c51d004c491fa51aff968	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
0d19c43f3d22855678270d1963649416	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0
0c1b7d305662e9c0cd7787ac74fad270	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
2c8bf8ced6532da218f6178660821143	0.0	0.0	0.0	0.0	0.0	0.0	19.0	8.0	0.0
ada5d5f0b65ca49d193ab471c3dbfe80	0.0	0.0	0.0	0.0	0.0	0.0	3.0	24.0	0.0
a91bf7984003a776b4f79dd18c70b45f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
0a3a5c9596cab8c4d939dce5e44d9d75	46.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0f27a7a1dce83c3a1f33bd583be05e8f	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0
ee9b08437b96a7ca54e04f0a4ef38bdc	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0
ccdb0ca6f9df8f52212785abbc56b1a4	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0
966361587516eaf0fbc5e5a7aba59c0f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0
72a03ea3c926e57011dedfdf14894768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0
ce0e55cf3ef11bb13278e91f0c058245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0
e7da048e7a2907ca460a6ecc5a90593e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0
92af29380b146d50f48801eff392639b	0.0	0.0	0.0	0.0	8.0	14.0	0.0	0.0	0.0
0637d2634bb48ff1219b27f6a272ea05	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0
788f95ef4b2ed6b7c839a8f7f42b6bc0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0
570fe504e5f58fb2d12305ca046783e8	0.0	21.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0
7fc700c4a6ab5756e31d8c6012af54b7	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
fb5f791e9d1f153cfaba4aa7a5ab0053	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
31b58ce153eb433ec46238e387650264	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
22d3ef25410a251cae7caeb3f5facdc1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0
03c4760788193f4fd5a8e2913f3e41a1	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c3178a1a9d3f655cca2e25eac53fa042	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
a416780a70c80aa67ac6ca2514b1045a	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0
3e279f9c5802541aafff05dd281bc4c5	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0
aced3082fbe42cf2c031a564f01e1bcd	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0
7f52cadf87e81f6b1660268da3f2764b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0
e71dca2bd8bb272f90075f1ea2442341	21.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0
21031b9362bacfe757b4ac3902db11ec	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72f1f1d1243473361ddff131dc629292	0.0	0.0	9.0	0.0	8.0	0.0	0.0	0.0	0.0
fd7be307fd27b0ef211bb27f21842374	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0
1f2dbfe0161cce3151534385fff65fef	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
c20b3443258b22ae8c2842c37f9427f1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0
6a7d3118350e9477508cf8360dbbc2ad	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5428c334ef5757fa7ddce4b608ff0990	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9436a016390f7bb9743be7406ed54bf0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0
046215eb042ec78562cd02b3da503f30	0.0	0.0	0.0	8.0	0.0	13.0	0.0	0.0	0.0
afdc00ebad949939e13e4e1031fda871	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0
0de0d54da1da4855ae293e941ef4c3ba	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0
8da759cd364ee851a3c8314ae3611b1e	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0
7a85585ca58269e9446dcdc8f8863ff9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	0.0
2ab252c109f5023c630aa393baf41795	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e5b9736d9af41a507ce357d09abe8401	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b69bc03a7888bd59772f8162c1b0c918	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7d1292c470969b95a21ee4f79a9934a2	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
6748fb3a9acc89fdebbdfe2289cf4baa	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
9872ca77c66183afa626a1fc6b44115a	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0
445454ee4599c139d4b35bd033431a0a	0.0	0.0	0.0	0.0	0.0	0.0	26.0	5.0	0.0
ba7928e0d6de4c7b55cd54a4b0f2de2c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0
aa04cdf896a7a51687c6db3972d46e85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0
31b4bce1c96a2d6e83ce76391fa09401	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
532707ff04aa655c3eae934ef5c20af6	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
97b6d2189881b1274be8afa8acd59ec5	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0
2984480a99c03417b7007fd587acd98f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0
e324bbdd4359ecae51ff641eb70b2610	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
473cccea0763b1e7027fb948b9a655d0	0.0	0.0	0.0	7.0	12.0	0.0	0.0	0.0	0.0
f058a0c2726fd84b119a5ed38e9fa699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
aae451d011c4ebb995ca0ac44a48e920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0
71b2a8e02904cce8492615da02a251e0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
973739948e4f5a0bd64f1fbc3218566a	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
e51e88965ebcb89359abe91007b83e37	0.0	0.0	10.0	15.0	0.0	0.0	0.0	0.0	0.0
fec8a04b40a9d6f90e0fbd5ac9d35276	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0
35cd9bfb608c11128f3c40118cbb8c6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0
3ab9996ab01d05236dd20df4e1fc9dd3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0
f01bc60c128709dae1e9d63b30a461a9	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69780a1336dadbc4623563e650f373d0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
ae18a21252d1cb2f335a3c01a0b3cc7d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0
5dc1a205cf7a846703b6104df75d737a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0
af2e215c0fc469b9cb5cdd2f6ff5cf04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0
bc9c7483e34c315eedaff7f0c0328f73	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1783cef07144a8f830208229ae5ce231	0.0	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
774e92096bdbecce7fff2652bf9a71fb	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
5988d72461fded07eb9bea7fb0e3e3a4	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0
f0798f54ba2c0fa2412f695f9708fdc7	0.0	0.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0
bd1102792a88554c083e652bcdab809a	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
51f070885f827d732321d9cb0341ed50	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0
5d74061d13836ded3e3923092ad2b0ba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0
f2754e5a33f922f6a3c05fbb99d01dab	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0
82d153c39b581bcc9ba1643c52ce13ef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0
0b7d51e26d0ae92ebf01f4fbee32cbeb	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f808d572c155cd62556d190780f4b446	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e7303b335bac17af32f7566128a4e024	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9affe77f71a0a32c9ef457753252e2e4	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0
dc57bf11d365aa37f64d2f2b95ee6cb8	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0
5c01d3a426efef909aa2966dfbe525f1	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0
c3251cd29e92b88309038725e72171a9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0
5f76d8a2ef04c2929ad00a9114fd4312	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
822d4b4a28e1795b2692e69a74d17703	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63120f2aed478e1dac2c781efa8f6c6b	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9863ce0d9e077186367744a6adcf02ef	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
51e5d4085ab0faa48261702a8720167f	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0
cc38d2772fdc0b36caaf763f6fd3379e	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0
f1c6f87cfa9ea6a80d6768af1f1550e1	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
e1b28bfe40b5b1e78c81ec4906a4d1a4	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
8879bffc5e4a97562f02480d133594ee	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
c489970e07422684d4919b494f6481f0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0
bd37068fcc04a7a3314f474741e75165	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0
fbf1a4ea9b0fbdc2eeab9b9d94420d10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0
d243f86b032778292bb4f8fc9b07914b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0
9cd18a20248eb047019703ba7ba943f3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0
51c4e1adfda336d1cb8bec0b600bf66c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0
1d9a62c189e5be5be0cee867ca90e044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0
caa39b3c9d83bfbaeee53030fa9032d2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
18aba0eb9189ac6bffb98912998ff746	11.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0
e68be5b64aec71cc0db22acbe07625c9	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
673078df5d4a696742d1650c0dc461da	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
eeed2d22a7fb482397b1dc1431ddf760	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0
bc2aac0840d45bcefce29050a486033d	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
95518b82bfa6ac49383aa1e6bfc031be	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
fc61d96c345783eb24ae615e2f4246da	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0
b82c1e0a976d85bcff75cc10597ad8a4	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0
c85a71e038d2548427cf4425b65d08f0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0
a6103e6532dc5b1f1e50237a049ab886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0
78944c2e264e56f98b8c6080b188f045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0
d5d52b2922bf8596086473027036399b	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
85d232672977ea1f517aa7658befc60b	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f6ac9819e7192cd200f938cc05b7b016	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0
8ad29435e24e665df09e37fd5baf18d2	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0
6da7a7cdec8a67b9dc1084ef565ffae2	0.0	0.0	0.0	7.0	0.0	8.0	0.0	0.0	0.0
0d73207c143303171e4decdc913774b5	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
365a0a00fc6b6afddcfd294ef94f6c6b	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0
b12105ac63c209e9079710d9eae48845	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0
