OTU_ID	SRR6668198	SRR6668199	SRR6668200	SRR6668201	SRR6668202	SRR6668203	SRR6668204	SRR6668205	SRR6668206	SRR6668207	SRR6668208	SRR6668209	SRR6668210	SRR6668211	SRR6668212	SRR6668213	SRR6668214	SRR6780845	SRR6780846	SRR6780848	SRR6780850	SRR6780851	SRR6780852	SRR6780854	SRR6780855	SRR6780856	SRR6780857	SRR6780858	SRR6780859	SRR6780860	SRR6780861	SRR6780862
dd6ddd79a782ec9be5a2465eb125252a	0.0	10.0	0.0	0.0	0.0	24.0	481.0	61.0	2985.0	0.0	0.0	0.0	14.0	71.0	612.0	0.0	13.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	785.0	43.0	0.0	0.0
3dbdb68edac08afdee10f885507139a0	0.0	20.0	115.0	147.0	245.0	20.0	278.0	11.0	212.0	84.0	1157.0	38.0	6.0	60.0	126.0	36.0	0.0	56.0	81.0	94.0	115.0	366.0	267.0	0.0	1232.0	153.0	0.0	30.0	228.0	61.0	11.0	79.0
4bed9ef4aa3ab04997edd12fce351840	0.0	22.0	0.0	0.0	0.0	61.0	0.0	601.0	0.0	0.0	0.0	23.0	58.0	1866.0	0.0	11.0	9.0	0.0	0.0	23.0	413.0	0.0	0.0	187.0	0.0	9.0	0.0	47.0	0.0	2572.0	153.0	53.0
52131744da966b9f7c566b99207f75f3	0.0	0.0	0.0	0.0	0.0	32.0	938.0	43.0	947.0	0.0	34.0	0.0	35.0	180.0	408.0	14.0	9.0	0.0	0.0	15.0	107.0	0.0	0.0	0.0	68.0	0.0	0.0	13.0	839.0	219.0	0.0	53.0
c404b1a147a4ebb967cec31bb48a1515	34.0	0.0	172.0	687.0	397.0	0.0	0.0	0.0	0.0	304.0	87.0	0.0	0.0	0.0	3.0	3.0	0.0	89.0	167.0	198.0	0.0	422.0	692.0	0.0	130.0	1485.0	0.0	0.0	3.0	0.0	0.0	14.0
2bb6e54945f829f353ba21406ce08ab3	140.0	36.0	242.0	29.0	25.0	0.0	0.0	75.0	0.0	0.0	271.0	268.0	0.0	195.0	36.0	102.0	0.0	137.0	987.0	539.0	78.0	480.0	59.0	0.0	187.0	80.0	15.0	359.0	68.0	56.0	13.0	245.0
dae0fe623719ad69e691d77b97c0cd72	25.0	103.0	104.0	17.0	0.0	0.0	0.0	10.0	0.0	14.0	36.0	565.0	27.0	44.0	0.0	14.0	60.0	27.0	17.0	143.0	29.0	20.0	68.0	762.0	18.0	169.0	206.0	835.0	0.0	0.0	636.0	95.0
2ed456bce3294deb05391a70e0b45300	0.0	14.0	0.0	0.0	0.0	16.0	0.0	164.0	0.0	0.0	0.0	0.0	0.0	113.0	0.0	0.0	0.0	8.0	48.0	43.0	194.0	0.0	0.0	3604.0	0.0	0.0	46.0	13.0	0.0	29.0	0.0	9.0
fe08ae133421f7a42a98bc371ecdf3d2	42.0	60.0	30.0	0.0	56.0	0.0	0.0	363.0	0.0	0.0	51.0	166.0	29.0	726.0	0.0	59.0	11.0	88.0	152.0	97.0	326.0	92.0	148.0	467.0	122.0	85.0	0.0	251.0	11.0	414.0	238.0	162.0
ef02f7c9fee4a3416c131a872d1a0296	97.0	102.0	182.0	43.0	55.0	7.0	0.0	67.0	0.0	57.0	19.0	398.0	17.0	92.0	0.0	56.0	33.0	225.0	342.0	603.0	50.0	313.0	204.0	16.0	66.0	234.0	80.0	320.0	0.0	13.0	74.0	266.0
dd0a7819dfc8af1d42ebffb7affef2d0	0.0	0.0	0.0	0.0	0.0	0.0	280.0	0.0	1531.0	0.0	0.0	0.0	0.0	38.0	309.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	526.0	0.0	0.0	0.0
c91925f7fed35d2c77c47d2cc5c814a8	0.0	35.0	39.0	24.0	0.0	42.0	14.0	48.0	48.0	2161.0	73.0	44.0	0.0	59.0	21.0	0.0	0.0	56.0	0.0	99.0	155.0	55.0	0.0	54.0	46.0	0.0	23.0	41.0	9.0	16.0	0.0	41.0
2f79d70e4fa8866184b1f646a566f44d	0.0	55.0	0.0	0.0	0.0	72.0	3.0	658.0	4.0	0.0	0.0	35.0	51.0	1034.0	0.0	0.0	9.0	0.0	0.0	0.0	716.0	0.0	0.0	661.0	6.0	0.0	7.0	0.0	1.0	129.0	18.0	21.0
a0cdcc23596ae4c14ef5f2d5fee90257	49.0	86.0	70.0	18.0	36.0	0.0	81.0	40.0	57.0	0.0	196.0	305.0	0.0	81.0	199.0	14.0	0.0	144.0	59.0	137.0	84.0	126.0	43.0	0.0	240.0	80.0	0.0	240.0	76.0	6.0	25.0	219.0
b246f2667abcf8f8f0580704b33d25bc	0.0	21.0	0.0	0.0	0.0	10.0	307.0	28.0	534.0	0.0	10.0	8.0	0.0	79.0	268.0	7.0	6.0	0.0	27.0	0.0	23.0	0.0	35.0	0.0	47.0	0.0	12.0	11.0	539.0	102.0	22.0	33.0
e9130dd7f493691a7ea6932d8e6ef043	138.0	0.0	37.0	158.0	28.0	264.0	170.0	114.0	47.0	136.0	33.0	0.0	175.0	44.0	122.0	186.0	94.0	102.0	88.0	52.0	56.0	68.0	73.0	99.0	0.0	56.0	195.0	16.0	79.0	84.0	114.0	17.0
17f5815c55ce75245837d191df4c79bf	0.0	927.0	0.0	0.0	0.0	39.0	0.0	8.0	0.0	0.0	0.0	48.0	195.0	265.0	0.0	0.0	153.0	0.0	0.0	0.0	101.0	0.0	0.0	28.0	0.0	0.0	769.0	96.0	0.0	31.0	132.0	0.0
157eda4986b841d4261717fb93d9874c	0.0	0.0	0.0	0.0	0.0	0.0	273.0	16.0	1048.0	0.0	0.0	0.0	0.0	29.0	249.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	591.0	26.0	0.0	0.0
554cb38c26d884d6df81a68a7e5ac48b	0.0	0.0	28.0	12.0	38.0	17.0	14.0	107.0	0.0	45.0	117.0	66.0	0.0	176.0	0.0	57.0	0.0	24.0	161.0	37.0	73.0	82.0	268.0	191.0	721.0	258.0	0.0	150.0	0.0	89.0	45.0	132.0
5b84d97a501251a3e87f1388cec114df	17.0	0.0	4.0	3.0	36.0	0.0	201.0	0.0	193.0	0.0	33.0	72.0	0.0	0.0	162.0	41.0	0.0	29.0	214.0	59.0	27.0	64.0	217.0	0.0	116.0	150.0	0.0	39.0	495.0	54.0	8.0	155.0
c23cbc86434081f0dda147cf8252b006	23.0	70.0	176.0	0.0	60.0	0.0	0.0	103.0	7.0	0.0	65.0	217.0	3.0	240.0	0.0	17.0	4.0	48.0	3.0	173.0	88.0	103.0	0.0	0.0	132.0	0.0	7.0	457.0	0.0	109.0	14.0	41.0
86a26241d1fd568147ed5dd8c3827d6d	0.0	1042.0	0.0	0.0	0.0	162.0	0.0	21.0	0.0	0.0	0.0	0.0	140.0	150.0	0.0	0.0	51.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	643.0	0.0	0.0	19.0	0.0	0.0
a4f462b439eed786d30c0b6101654339	118.0	0.0	164.0	19.0	120.0	0.0	11.0	27.0	41.0	5.0	97.0	29.0	0.0	76.0	47.0	2.0	0.0	111.0	358.0	779.0	24.0	191.0	84.0	0.0	71.0	123.0	0.0	46.0	34.0	24.0	0.0	0.0
4ab087e08a5b8ebf73239df4f738d84f	0.0	167.0	0.0	0.0	0.0	116.0	0.0	900.0	0.0	0.0	0.0	40.0	67.0	525.0	0.0	0.0	5.0	0.0	0.0	32.0	428.0	8.0	0.0	86.0	0.0	0.0	32.0	53.0	0.0	0.0	19.0	0.0
92c5e29beec27570f093c0cffd759c8f	17.0	99.0	24.0	0.0	0.0	85.0	0.0	679.0	0.0	0.0	7.0	0.0	97.0	581.0	0.0	0.0	6.0	0.0	0.0	0.0	406.0	21.0	0.0	346.0	0.0	0.0	0.0	17.0	0.0	23.0	0.0	0.0
58674c3ac93fd770ac7db422417c3282	0.0	27.0	11.0	5.0	0.0	49.0	5.0	308.0	26.0	0.0	0.0	26.0	0.0	951.0	9.0	2.0	3.0	0.0	0.0	0.0	569.0	0.0	0.0	199.0	0.0	0.0	14.0	9.0	10.0	105.0	10.0	18.0
718b2f4c68c1fff5470f4b34515858ae	0.0	0.0	46.0	62.0	73.0	0.0	55.0	0.0	67.0	119.0	394.0	38.0	0.0	0.0	42.0	9.0	4.0	43.0	39.0	29.0	178.0	83.0	117.0	0.0	390.0	137.0	0.0	12.0	24.0	0.0	44.0	139.0
e585463903fc2997e88dea7a49e9c3c5	0.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	620.0	0.0	0.0	0.0	0.0	39.0	184.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	326.0	25.0	0.0	46.0
046c905080a58b264bd871735bd84fea	10.0	0.0	205.0	32.0	55.0	0.0	0.0	0.0	0.0	13.0	177.0	120.0	0.0	0.0	0.0	37.0	0.0	194.0	85.0	140.0	0.0	248.0	85.0	0.0	290.0	51.0	0.0	88.0	0.0	0.0	0.0	276.0
28211bfe5598dcd12714660f31b93f0f	0.0	80.0	26.0	5.0	0.0	31.0	55.0	91.0	29.0	0.0	99.0	84.0	19.0	74.0	198.0	0.0	5.0	22.0	0.0	72.0	178.0	41.0	0.0	156.0	192.0	0.0	25.0	59.0	30.0	0.0	20.0	33.0
0052df25fc1da316bf4b91a5fbb6ec2e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196.0	4.0	0.0	0.0	23.0	0.0	256.0	17.0	0.0	0.0	0.0	0.0	0.0	496.0	0.0	0.0	476.0	0.0	0.0	130.0	41.0	0.0	39.0	311.0	22.0
f5efaab4944dca6092be8006004d7397	190.0	54.0	78.0	0.0	44.0	149.0	0.0	124.0	35.0	75.0	0.0	76.0	164.0	53.0	86.0	0.0	0.0	101.0	72.0	0.0	0.0	45.0	49.0	95.0	30.0	46.0	101.0	80.0	0.0	0.0	94.0	141.0
237ecda6e4b3d5639af5fa6a3000fa35	34.0	18.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	304.0	0.0	0.0	0.0	0.0	27.0	24.0	69.0	64.0	67.0	22.0	68.0	432.0	19.0	51.0	130.0	231.0	0.0	5.0	199.0	68.0
3504ccb9774eac468d3a78f93a9fb636	0.0	0.0	0.0	6.0	0.0	0.0	100.0	34.0	188.0	0.0	0.0	0.0	12.0	46.0	67.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	36.0	0.0	160.0	59.0	11.0	486.0
f2c7fc3df4843ea68e81fdc4b22306fa	2.0	38.0	12.0	0.0	0.0	6.0	6.0	173.0	10.0	12.0	24.0	205.0	0.0	26.0	0.0	3.0	6.0	0.0	0.0	16.0	96.0	6.0	15.0	182.0	35.0	380.0	0.0	82.0	4.0	0.0	5.0	3.0
a4691927798b6fed56f50a51bcf75a50	18.0	19.0	3.0	0.0	0.0	0.0	0.0	217.0	0.0	0.0	0.0	103.0	0.0	18.0	0.0	0.0	13.0	13.0	0.0	56.0	236.0	0.0	4.0	69.0	0.0	26.0	0.0	247.0	0.0	6.0	495.0	32.0
dc2c3192d79eb038421a8807307556e8	19.0	0.0	133.0	14.0	75.0	0.0	0.0	0.0	20.0	14.0	108.0	175.0	0.0	21.0	0.0	64.0	0.0	45.0	0.0	214.0	59.0	128.0	24.0	0.0	151.0	32.0	0.0	102.0	6.0	0.0	0.0	268.0
61febffdf3ac7c740eaf2239fab7d680	0.0	8.0	0.0	0.0	0.0	0.0	254.0	13.0	109.0	0.0	6.0	37.0	0.0	55.0	127.0	14.0	0.0	0.0	0.0	33.0	45.0	15.0	0.0	0.0	14.0	0.0	8.0	49.0	327.0	61.0	0.0	29.0
f4bf819a1776d91957d2327d52671081	0.0	16.0	20.0	8.0	28.0	0.0	87.0	0.0	237.0	0.0	125.0	0.0	0.0	0.0	113.0	0.0	0.0	0.0	29.0	0.0	0.0	28.0	24.0	0.0	138.0	21.0	0.0	0.0	343.0	8.0	0.0	0.0
f9bd1683b218a2ad6681b4c4fcc55517	0.0	0.0	0.0	0.0	0.0	0.0	0.0	340.0	60.0	0.0	0.0	73.0	0.0	298.0	13.0	0.0	0.0	0.0	0.0	0.0	226.0	0.0	0.0	152.0	0.0	0.0	0.0	71.0	5.0	0.0	0.0	27.0
f6cfa3599b456566f971b7c3ecbc73e1	0.0	77.0	23.0	0.0	0.0	314.0	0.0	0.0	0.0	0.0	0.0	45.0	376.0	189.0	25.0	0.0	22.0	0.0	0.0	24.0	257.0	47.0	0.0	0.0	10.0	0.0	39.0	0.0	0.0	0.0	59.0	0.0
2f33b853ed639e912fa383336fd609b6	0.0	0.0	0.0	0.0	0.0	0.0	132.0	0.0	412.0	0.0	0.0	0.0	0.0	17.0	201.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	463.0	7.0	0.0	0.0
162c1072c1b2685bbaa9a66e83e95543	0.0	17.0	88.0	30.0	56.0	8.0	46.0	0.0	50.0	8.0	311.0	23.0	0.0	48.0	20.0	7.0	0.0	51.0	0.0	89.0	0.0	133.0	0.0	0.0	338.0	0.0	0.0	36.0	29.0	18.0	0.0	61.0
dd5112e1a6d7ff7c23d07ef1bc32944c	60.0	58.0	31.0	49.0	14.0	93.0	30.0	67.0	14.0	24.0	8.0	79.0	57.0	34.0	21.0	61.0	40.0	18.0	28.0	23.0	9.0	23.0	31.0	26.0	21.0	28.0	64.0	93.0	16.0	39.0	59.0	191.0
388b40971e1c0259f0408a5744e66828	0.0	0.0	0.0	0.0	0.0	54.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	304.0	36.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	56.0	288.0	0.0	46.0	0.0	52.0	0.0	203.0	146.0	0.0
e9c1776729218bc1bcebd5d41734224a	0.0	15.0	0.0	0.0	0.0	0.0	345.0	0.0	105.0	0.0	0.0	12.0	0.0	42.0	150.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	263.0	102.0	0.0	0.0
8f2e2ce6828155eb679cd319a18ffd2d	0.0	30.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	72.0	44.0	27.0	0.0	0.0	15.0	0.0	66.0	0.0	41.0	0.0	0.0	435.0	0.0	28.0	97.0	157.0	0.0	0.0	223.0	20.0
7f1c004589a597f549f18b7491244b93	225.0	0.0	4.0	9.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	24.0	0.0	0.0	11.0	0.0	0.0	3.0	106.0	465.0	0.0	161.0	187.0	0.0	7.0	0.0	0.0	211.0	10.0	0.0	0.0	0.0
2aecf06e13ad9fcc1a548914b1883508	29.0	13.0	25.0	4.0	52.0	0.0	0.0	31.0	0.0	0.0	8.0	157.0	0.0	23.0	0.0	5.0	5.0	130.0	0.0	68.0	30.0	30.0	0.0	0.0	18.0	43.0	0.0	148.0	0.0	0.0	77.0	426.0
dee84f660b8239d6e00c6b078e3e90fd	13.0	0.0	65.0	8.0	22.0	397.0	0.0	25.0	20.0	0.0	32.0	45.0	29.0	159.0	6.0	13.0	7.0	32.0	0.0	32.0	184.0	55.0	0.0	0.0	61.0	5.0	0.0	38.0	0.0	12.0	0.0	95.0
f563be25adf2cf5beae382f19899f8e6	0.0	0.0	0.0	1.0	0.0	0.0	281.0	0.0	84.0	0.0	7.0	0.0	0.0	24.0	172.0	0.0	0.0	0.0	24.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.0	9.0	0.0	0.0
f0a30bd8731321a5f19c5872c29822a7	0.0	0.0	0.0	0.0	0.0	0.0	244.0	0.0	186.0	0.0	0.0	0.0	0.0	76.0	165.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	40.0	0.0	0.0
822982ae299f50963db2640a26435e11	0.0	21.0	0.0	0.0	0.0	19.0	0.0	69.0	0.0	0.0	0.0	294.0	0.0	81.0	0.0	4.0	0.0	23.0	10.0	25.0	254.0	0.0	0.0	26.0	0.0	20.0	0.0	67.0	0.0	0.0	168.0	42.0
491fe211dd530a4d037619be20a21b29	0.0	44.0	8.0	0.0	0.0	45.0	30.0	250.0	149.0	0.0	0.0	33.0	48.0	110.0	89.0	0.0	1.0	0.0	0.0	0.0	143.0	0.0	0.0	29.0	0.0	0.0	5.0	0.0	69.0	4.0	7.0	9.0
a5ff38ea9e0f691a84e1512c5c01d0f4	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	42.0	19.0	0.0	0.0	0.0	0.0	0.0	918.0	0.0
2f1910efaa99305687eeca0fcd0fca03	0.0	0.0	0.0	0.0	0.0	0.0	157.0	0.0	59.0	0.0	0.0	0.0	0.0	28.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	79.0	20.0	0.0	0.0
1ac961f251a5fc073ad7bc870f841028	0.0	0.0	0.0	0.0	0.0	0.0	291.0	0.0	17.0	0.0	0.0	0.0	0.0	20.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	330.0	54.0	0.0	0.0
53316dba3e40d5089b836da375f809cc	0.0	0.0	83.0	9.0	30.0	0.0	27.0	0.0	12.0	0.0	21.0	167.0	0.0	0.0	24.0	35.0	0.0	62.0	50.0	70.0	0.0	27.0	7.0	0.0	23.0	13.0	0.0	60.0	54.0	0.0	0.0	242.0
93b888a31eb54c4504c8e23ad7947854	0.0	0.0	0.0	0.0	0.0	14.0	198.0	0.0	104.0	0.0	0.0	0.0	0.0	47.0	10.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	68.0	0.0	0.0
fd5a88b53b056e9971f3e8d7b93c1984	15.0	0.0	40.0	3.0	116.0	0.0	6.0	0.0	13.0	9.0	60.0	66.0	0.0	11.0	20.0	45.0	0.0	32.0	19.0	63.0	0.0	48.0	50.0	0.0	144.0	21.0	0.0	20.0	9.0	5.0	0.0	179.0
54bdf2195ef9af5bed09658adfdf89e3	0.0	0.0	0.0	39.0	36.0	0.0	40.0	0.0	47.0	47.0	117.0	0.0	0.0	24.0	19.0	10.0	0.0	0.0	102.0	0.0	44.0	0.0	88.0	0.0	116.0	111.0	0.0	0.0	22.0	35.0	24.0	0.0
93654e5bf80c35b236bcc4014aec890d	95.0	23.0	39.0	0.0	0.0	90.0	0.0	0.0	42.0	51.0	0.0	43.0	62.0	0.0	0.0	0.0	0.0	83.0	78.0	0.0	44.0	29.0	0.0	44.0	0.0	73.0	57.0	0.0	0.0	0.0	50.0	81.0
d7794adfcf51d5f3818ed8c337246ffd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	48.0	0.0	0.0	0.0	0.0	296.0	0.0	0.0	0.0	31.0	0.0	0.0	105.0	0.0	0.0	157.0	0.0	0.0	0.0	47.0	0.0	48.0	0.0	82.0
5aa4de872219e81b1684fd9c0d1f81d3	0.0	63.0	0.0	0.0	0.0	23.0	0.0	246.0	21.0	0.0	0.0	40.0	27.0	137.0	0.0	0.0	11.0	0.0	0.0	0.0	272.0	0.0	0.0	57.0	0.0	0.0	0.0	12.0	6.0	0.0	0.0	0.0
4b5c9b239f7ce123d145204d4112773f	0.0	29.0	0.0	0.0	0.0	0.0	164.0	0.0	201.0	0.0	0.0	0.0	0.0	32.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.0	13.0	0.0	0.0
0917d2fe7671c626adf400a6cad8151b	10.0	0.0	61.0	47.0	0.0	0.0	0.0	38.0	9.0	0.0	42.0	289.0	0.0	28.0	0.0	33.0	0.0	33.0	0.0	36.0	66.0	32.0	28.0	5.0	39.0	11.0	0.0	86.0	0.0	23.0	0.0	34.0
