OTU_ID	SRR8179507	SRR8179508	SRR8179509	SRR8179510	SRR8179511	SRR8179512	SRR8179513	SRR8179514	SRR8179515	SRR8179516	SRR8179517	SRR8179518	SRR8179519	SRR8179520
e0b27d071fe9c3c255f1da634450bde1	0.0	0.0	0.0	0.0	0.0	5.0	42.0	274.0	10.0	289.0	68.0	5.0	0.0	0.0
96eb0f671bf856aa84153dfbb4a68da8	5.0	5.0	11.0	6.0	0.0	376.0	122.0	90.0	6.0	3.0	35.0	0.0	0.0	0.0
ac9f31ae51b397e6545fc14c93f39a67	0.0	0.0	93.0	0.0	0.0	162.0	166.0	163.0	0.0	0.0	59.0	0.0	0.0	0.0
021191dc463a8e3f5c53d9e7d4d847e7	0.0	0.0	0.0	463.0	0.0	5.0	13.0	46.0	0.0	0.0	72.0	0.0	0.0	0.0
08672c69c83cad9d5d63980d3490603d	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	357.0
2fdeb83deb0075b01b7ac09e97c1096b	3.0	4.0	3.0	7.0	0.0	353.0	102.0	85.0	0.0	0.0	20.0	4.0	7.0	3.0
831e9224f5e3e1fb05877a53384a3046	0.0	16.0	215.0	4.0	0.0	7.0	12.0	15.0	145.0	17.0	93.0	0.0	0.0	0.0
76be0d4a749fd7eafb794a4eb16433d6	0.0	0.0	0.0	0.0	0.0	8.0	36.0	158.0	0.0	280.0	68.0	12.0	0.0	0.0
6518543efbb6af6bfb8efe7fe40633ea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	366.0
2290661ba8ced0ab8cf9ea9c507ead6e	2.0	0.0	3.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	376.0
1ecc8179fa51cbd4790310524d9cbd96	376.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
0665dd6fb68d8cd45396460b0de016f6	6.0	4.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	327.0
989d8a192129631bbff5084ecd163a2d	43.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	84.0	0.0	34.0	0.0	119.0	21.0
2eaf95184666dd997a7af7cccfd19e23	0.0	4.0	0.0	8.0	0.0	323.0	91.0	67.0	0.0	0.0	13.0	0.0	0.0	0.0
12de60432c1f13c252b27d4fed36f72e	2.0	3.0	315.0	0.0	7.0	12.0	11.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
410215a3e48115706b99c2ee704127e9	133.0	274.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
4bf2ac14f025a2dc942ee5ddec9b5b90	0.0	0.0	32.0	0.0	13.0	11.0	12.0	39.0	237.0	39.0	128.0	0.0	0.0	0.0
75be145e67cd53f2ec1519b397339ed6	0.0	0.0	0.0	7.0	0.0	243.0	97.0	101.0	0.0	0.0	23.0	0.0	0.0	5.0
b93f9d8ff426b7aceb7a3a6d4ccd6b5b	0.0	0.0	258.0	0.0	49.0	0.0	8.0	15.0	0.0	0.0	41.0	0.0	0.0	0.0
03db2373c5a50de4e7c3939c264525c8	43.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	50.0	0.0	31.0	0.0	120.0	29.0
64a7f46434e2072e1068122ee04f76cb	0.0	0.0	0.0	0.0	0.0	0.0	18.0	122.0	84.0	80.0	21.0	0.0	91.0	0.0
7435f6e1d670c1faeced981e4984ea9f	0.0	22.0	135.0	2.0	0.0	17.0	9.0	18.0	111.0	14.0	80.0	0.0	0.0	0.0
f5e9e2cb65c98dbafc4959b2bee8d50c	0.0	0.0	29.0	0.0	20.0	11.0	14.0	27.0	202.0	42.0	119.0	0.0	0.0	0.0
6a2a5b02dc30650eaea0dc7db7ccb1da	0.0	0.0	0.0	0.0	0.0	0.0	0.0	120.0	72.0	85.0	20.0	0.0	98.0	0.0
4ae79e67768171ce6b06efe1116e5067	263.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
7e05d9e91431b7bcd80afbf1a3673bee	0.0	0.0	0.0	0.0	0.0	223.0	98.0	76.0	0.0	0.0	32.0	0.0	0.0	0.0
325c8ba2bbd5fc14e534a768545712f1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	384.0	0.0	0.0	0.0	0.0
363c5ac57d2b7c2f85abe658f782833e	43.0	0.0	8.0	0.0	56.0	0.0	5.0	0.0	0.0	0.0	21.0	7.0	0.0	180.0
1cdc98a98824002826c108f8273da3d7	33.0	4.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	10.0	6.0	8.0	185.0
714394a9bd05b1652cf1d40d0bd71bd8	0.0	9.0	34.0	0.0	0.0	9.0	7.0	9.0	315.0	3.0	62.0	0.0	0.0	0.0
eba0c6f36b63f1d07ea60f8a3e368313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	115.0	0.0	212.0	0.0	0.0
9646722df5cfc6803c84e5303a62a608	93.0	215.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
2bbeda56b79fb6ba3072a53e02945deb	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	220.0
3a5585932862b32bf3910a7818ac62f4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	381.0	0.0	0.0	0.0
cf05285649aff3905f12ecf3a375f79c	0.0	0.0	234.0	0.0	0.0	16.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
5885dc048ae9b745ffb78c4bbb3849db	260.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
365abf083ad83084717ce24e86ea12b5	65.0	0.0	0.0	3.0	0.0	9.0	0.0	0.0	0.0	6.0	13.0	12.0	142.0	0.0
dbdeda21f0cd4837212363c023df8cec	0.0	2.0	0.0	0.0	10.0	7.0	10.0	12.0	166.0	33.0	99.0	25.0	0.0	0.0
f7d762c394da915ed8cf597fbc947e1d	75.0	5.0	0.0	0.0	12.0	0.0	0.0	5.0	0.0	19.0	16.0	15.0	123.0	0.0
34630e0f57c60ce19681d9e1186cdcde	243.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
853ac0ab34cf0ea93b95a9d38a290223	0.0	0.0	177.0	9.0	67.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
cc37a15594a483c53f5f9744da619628	215.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0
4e818f6f9106c0a05fbd445c873e306d	0.0	0.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	1.0	339.0	0.0	0.0
ad794a1ea6496119f00a64e8537e3638	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	215.0
80447fb6547d5bef637f0854bc2f4d63	0.0	29.0	4.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	198.0	0.0
26966df7e68984c15103ccf76f6ca0c8	0.0	169.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0	0.0	0.0	0.0
cf95c89bf357c437870460a7e7a58a78	0.0	0.0	184.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	10.0	2.0	0.0
795a3e22cb9db1795be0c15a06790bdb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	345.0	0.0	0.0
3eaede8bc285d940871b0cd4318215da	202.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aeaf1f5de784a54894957800cbc4e639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	320.0	0.0	0.0	0.0
69e42770917ba1d85bb8eff2ab1059fb	0.0	0.0	194.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e50a6ab1f25f31598c25aaa679ef7aa5	0.0	0.0	0.0	0.0	0.0	183.0	46.0	39.0	0.0	3.0	12.0	0.0	0.0	3.0
83668c23d7699cd23f9057d051594a46	0.0	0.0	13.0	0.0	0.0	202.0	36.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0
835e7ddd41944ce04a80151478d62dba	0.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	16.0	0.0	0.0
db70ca320edd185f7efa25fc4ee2e55d	0.0	0.0	0.0	6.0	10.0	8.0	0.0	17.0	119.0	54.0	75.0	33.0	0.0	0.0
34d6c42e3e68539672fe556b5646ab79	0.0	0.0	152.0	0.0	0.0	43.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
d05c9f733829f6582c4fd4acd8ef226b	0.0	0.0	33.0	0.0	0.0	0.0	16.0	13.0	193.0	6.0	43.0	0.0	0.0	0.0
4ed8b2a521acb9ff4a6537dc2dde2198	0.0	0.0	5.0	0.0	0.0	0.0	10.0	31.0	0.0	0.0	249.0	0.0	0.0	0.0
53f815fc9a804da12f700fcfd2e06611	0.0	128.0	0.0	0.0	0.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0	0.0	0.0
288621f05596d54058622cfe4903f34e	0.0	3.0	0.0	0.0	0.0	157.0	45.0	59.0	0.0	0.0	14.0	0.0	0.0	0.0
289de1cb8a74a1c337f46bcc79f300cb	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	243.0	0.0	0.0	0.0	0.0
c42531ccaf608fb71ab1ed41f8d99474	0.0	0.0	178.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cab60f657d3ddd657866b4f5878a45fe	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	273.0	0.0	0.0	0.0
748a38b59db1776158a50446c1cefefd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	230.0	0.0	0.0
317e8dc59fdc133766bd9c07829b98c0	0.0	0.0	0.0	237.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
5296a2031f4a03baeecd2e66616ef10b	0.0	0.0	0.0	0.0	0.0	167.0	47.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0
c8bf4b2da1dab32a88f041c36a66dbc4	0.0	0.0	10.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	249.0	0.0	0.0	0.0
e6beb98d23146a8457ff021ebe53763d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	79.0	0.0	149.0	0.0	0.0
a619289d7ff63f8a7749edf729cd98a3	176.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a3e5862e1b28e51ffd5908bf1109eb38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	266.0	0.0	0.0	0.0
3a88c5f4794edb54eeb9e9cd59ed720b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.0	129.0	3.0	0.0	0.0	0.0
d886a947afcfdaf434eb6d1f92cc2680	0.0	0.0	0.0	0.0	276.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7b95a715fa6c6cdbcce81ffebf8e659a	5.0	142.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	17.0	0.0	0.0
b9b8374d1d0a05d92aa2b4fd4067574f	178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fa9dc25df82b5b206177409c17356e32	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	112.0
ca86da98a108ae8531db94318f1cd07c	0.0	1.0	0.0	0.0	0.0	0.0	267.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9369e612fe53672c70b730d4506f8a45	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	143.0
665adc65d8c8a3e35fff7411933d1965	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	21.0
f6346d007f93701bfe708aa48dbc0a9d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	232.0	0.0	0.0
24d7e62c7ff9d898d54dae2748dcabac	0.0	0.0	0.0	0.0	191.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	26.0
0862c7b5f8285bd403c0291ff8a9eca1	0.0	0.0	153.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a5486b109a66a57b300319fe2d3f34aa	0.0	0.0	3.0	2.0	0.0	140.0	25.0	38.0	0.0	0.0	4.0	0.0	2.0	2.0
3c619f2aafbe077bf68fb64e29be3281	0.0	0.0	5.0	0.0	0.0	29.0	13.0	58.0	0.0	0.0	109.0	0.0	0.0	0.0
5f540cbfc1bc6b55629bce418bbe0515	0.0	0.0	99.0	0.0	0.0	25.0	16.0	17.0	0.0	0.0	6.0	0.0	0.0	0.0
e5edc07b9b3713e88c11a0df48e22bdc	3.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.0	0.0
62251d5dcf12bab6049e7c93447fdb39	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148.0
1e6ff3b3ce1d1d077b8a86ff53d44cd0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	4.0	194.0	0.0	0.0
8988fba0e9a03d02e22d009ac5cfb92d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	138.0
4873ae38d994786cb120b88e960fad9b	0.0	0.0	7.0	3.0	0.0	0.0	9.0	25.0	0.0	0.0	170.0	0.0	0.0	0.0
9129768deee3f2c0a525b224a08e5fbe	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	2.0
58f9534708c1c660e23f712299bfcc95	0.0	0.0	0.0	0.0	0.0	0.0	225.0	0.0	0.0	0.0	7.0	3.0	0.0	0.0
7bc77cf871ff0a8d4030f5665d9b246c	0.0	0.0	0.0	0.0	0.0	0.0	225.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2fa6c0046e14092d11041856d18a4dfb	0.0	0.0	155.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b114cea179b70832343c199a80e42eb8	0.0	0.0	0.0	191.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3e776069421f162faf93c747bc827503	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	114.0	107.0	0.0	0.0	0.0	0.0
7b198a6f9fd810048746546e216056da	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	85.0
50c775f933e99d2c92ced5dae047f1e8	1.0	2.0	2.0	1.0	0.0	126.0	32.0	24.0	0.0	0.0	3.0	0.0	1.0	0.0
4689639287baf8bff2561180db707fe9	0.0	0.0	2.0	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0
c2d12402e9a26091375450fe9e471b6a	0.0	0.0	0.0	0.0	0.0	87.0	52.0	33.0	0.0	0.0	15.0	0.0	0.0	0.0
40f2e3e2f43702482d34b330882a7adc	0.0	125.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	16.0	0.0
2326385b18395424ade752956a49bb3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	173.0	0.0	0.0
2f95d7f626dbfcfb3e1912188a0c0689	0.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
81b0245ac2e34b6ba5b8d30e145e498d	0.0	119.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0
dd4d2804e427080d9139ef66050ea7df	0.0	0.0	0.0	0.0	0.0	0.0	35.0	32.0	0.0	0.0	117.0	0.0	0.0	0.0
4c8c18352a20cbe1d2c9c9bfa250ba51	0.0	0.0	0.0	0.0	0.0	79.0	44.0	44.0	0.0	0.0	12.0	0.0	0.0	0.0
64d4177924abbfd7de214f2956955293	0.0	0.0	0.0	0.0	196.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
954d083f29b3df3035cb6915884ed219	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0	0.0	0.0	0.0	0.0
f94d43da518cdaa264bac9533ac23144	0.0	0.0	77.0	0.0	0.0	23.0	15.0	12.0	0.0	0.0	6.0	0.0	0.0	0.0
033f59b1c23e8722eeaeb2e37ed20da4	0.0	0.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e47c13f449b0dd4bba1685e6bf959e05	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	6.0	0.0	4.0	164.0	0.0	0.0
1ce3dba5c0b2a901e472f5bf9acfe27b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	124.0	0.0	0.0	0.0	0.0
8f58b8cccec409462873e390853da84d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	123.0	0.0
767fb4a0734dd02f1fa07e3290e75c4b	46.0	43.0	0.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	19.0	0.0	0.0	0.0
972b3093fd509a714dffe601690e7ea7	0.0	0.0	0.0	0.0	195.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2c0188fcfcfe68a1eaaca38884649e7a	0.0	124.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
427c4d31c334d836401b8383fcf5ac3d	1.0	0.0	1.0	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0e10fe716850f8dd3d2a5820888d1984	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0
96301ba5f8e7d69c8494fe4d78cc39eb	0.0	0.0	0.0	0.0	0.0	0.0	197.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
72c893cefdd100a9468657a88bab210f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	102.0	71.0	0.0	0.0	0.0	0.0
4c6fb2ca357ef6c28f5de7b370a39eb3	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dfcba3d5cd6ff9817a2d9d4727a1fbb0	0.0	0.0	0.0	0.0	180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
