OTU_ID	ERR2029188	ERR2029189	ERR2029190	ERR2029191	ERR2029192	ERR2029193	ERR2029194	ERR2029195	ERR2029235	ERR2029236	ERR2029237	ERR2029238	ERR2029239	ERR2029240	ERR2029242	ERR2029243	ERR2029258	ERR2029259	ERR2029260	ERR2029261	ERR2029262	ERR2029263	ERR2029265	ERR2029266
37ce62530a92aa8c348e3f046147a299	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	473.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03725985fca37bdd2c9b61d639ad702c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	480.0	0.0	805.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
63f53dee708939a0f477ff34b24e7641	197.0	41.0	0.0	0.0	27.0	0.0	18.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	225.0	0.0
a14049a3a0ac67b2f5a0094a003088a4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	626.0	0.0	0.0	0.0	0.0	0.0	0.0
ce3adeb5644575f0b00e4f6c1caf6fe5	0.0	0.0	0.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0
2ba51085e0894b2a9da14ab24c995082	0.0	3.0	0.0	6.0	5.0	441.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
152991b6d32087a123ad8d6b1e55ecf4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	365.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9f1020dd5d0da9d0ad8ebe602aef57be	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	340.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c33e6a172c5219b3329eea01ba5646d6	10.0	16.0	13.0	11.0	16.0	16.0	17.0	6.0	19.0	22.0	22.0	10.0	18.0	19.0	15.0	13.0	26.0	20.0	9.0	29.0	13.0	25.0	10.0	25.0
40f19928faef1c4fac373636d0080623	0.0	0.0	7.0	0.0	0.0	0.0	327.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0af2c730e24d9d1f06b964795873a62c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	306.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6cef1134ce20f48be7b775a5ca8f7532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	152.0	0.0	0.0	0.0	118.0	0.0	169.0	0.0	43.0	0.0	0.0	0.0
cc6dd48fde834cdafe22aaaa147394ad	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	394.0	93.0	0.0	0.0	0.0	0.0	0.0
fd316acdaf205ff23345146ee5fab898	0.0	0.0	0.0	0.0	183.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0
d31c676dbc699186bebf834b29110714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	307.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62d9e3547770a8386ad9837a4e1983d2	0.0	0.0	0.0	0.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0
dd019682ac7cd1f01eba130c0c426f74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	264.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f8baa7cda77b39d1d77821252d6ec3b1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
feac2be99991c3988ca354aa7e71542b	0.0	0.0	0.0	0.0	0.0	250.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
674c603aaf4fbf3dfe2f21d9ebc56b14	6.0	0.0	0.0	0.0	33.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	200.0	0.0
033d1378ec637c2beadb368d7eded30c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	339.0	0.0
fbca419d5ca59d055e23c35b27dd5017	4.0	0.0	155.0	0.0	58.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eb8fe871e92c376f4361f68449bfe64a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bc6cdee317eb3446569e1f8b298cfc66	22.0	0.0	200.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
064f6d1f6098abd5c4b231cd8a2d43c7	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1019532b667be71ca0057f764a3030dd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	391.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f324b9fd5359822a268e1f50437de448	11.0	0.0	68.0	0.0	20.0	4.0	0.0	0.0	106.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e8633158c1a5a76a7b8d410b169231ee	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	104.0	0.0	147.0	2.0	0.0	0.0	0.0	0.0	0.0	62.0	0.0	4.0	0.0	0.0
5e5e2ce601d261f122d1624040548f67	0.0	0.0	0.0	0.0	235.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6662d8586ecfe8b2047d3d44eeb5d67f	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.0	0.0
106ef5c85de17717407e5972b40eaa7b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	368.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0
3a2ce34ebb0291a1f5616b674cf4c2aa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cdcfa63278496b5d8fdbc378fbe3c915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0
79ef2b252f04b86d64f3b3be47130632	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	142.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0
63933564e32fd8bba2237d52e9936b23	0.0	0.0	50.0	38.0	47.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3bbbe4a96503b42348d28716d98cfb84	10.0	12.0	11.0	4.0	10.0	3.0	0.0	6.0	8.0	0.0	0.0	0.0	13.0	7.0	8.0	0.0	5.0	11.0	0.0	0.0	13.0	12.0	14.0	14.0
6dbebe43822a7b5f14a7ea78bc489c78	33.0	0.0	97.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b4f6148cc62033da21b4992aee731a5d	0.0	0.0	125.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
78926ff412ad1f7217a41cfbc1d35493	43.0	0.0	0.0	0.0	155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a6b91e5742e20b9068402709829cbd97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	304.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
bbe61e2d86b86149e177ac8b915b5d54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2b56db5ef0fbc05c6ebb272e0e96f8e8	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9bbc18881fc2f0d51d45ccdf2a47c09b	16.0	0.0	56.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0
e31ac8e153c49a4abb6380667810b0b9	0.0	0.0	0.0	0.0	10.0	0.0	104.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4a1babe9792936dafebb9c37a34f63c6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	13.0	0.0	54.0	0.0
7894cb48136ee2d0893a37eca6c528ae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	4.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c2af25c32a075b06056ee2b7c6a97ce8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	56.0	0.0	0.0	0.0
e927459d1aae8f096e9def25b0a5dc2d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eadd0aad0f89716dd8045a418155fc2b	0.0	0.0	23.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0
5a0c60c6b903b84187bdfece4809a2dd	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
49d711b109fbfb8d9e991872e3b30a0d	0.0	6.0	5.0	6.0	4.0	0.0	4.0	0.0	0.0	8.0	0.0	7.0	6.0	7.0	2.0	5.0	9.0	0.0	3.0	6.0	10.0	6.0	0.0	11.0
92c7653deab9490453602f115c2dd557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
29fe140d6f4142e774f44ba370def326	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0
8b03a297e846676ce0d2c7a78bf0c3e9	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
84b6b02c51cf47fbccfc84bbbf2654fd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	68.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7cc00db71c82419a718ff4fada55a15b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	6.0	0.0	0.0	0.0
1f407cae3da0e3f381bdeeb113ee4333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
de120f6abdd8b76743e4c02b0ab6977b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.0	0.0
12eb6106ded60c7c5d6dab64ec4d6810	0.0	0.0	0.0	0.0	92.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12cdf3d8c3a938b969fb0f1463b1d91a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10e7be138f6806f0b5687bdf564a5e90	0.0	0.0	0.0	0.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38f4aafeda4b0cece51d568f6c4fe484	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
b03ee89458a74afbe6d4fd4f0eabeb52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0	0.0	0.0	0.0
633ff2b33651533443c8ff6fc953c2ac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0	0.0	0.0	0.0	0.0
f0a4a648dfa3dc96f2fea35c532fcc56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	6.0	0.0	0.0
97e440d5d1d5b6478fae976674a2b069	0.0	0.0	0.0	20.0	0.0	13.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cfaf3a3f2cb83a4516a61dba0f21e213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	54.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
77add714e184d4e4639008a3bbb9ca54	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ab4fa2ae6d4e28b905e4852ba6524ac1	0.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f3a654cba9daa6e45f4804fd9e96041c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
643f327df100403fa9dfdd23aa5a3c13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0
85b6c5d1fb0bd6b7e6da486df8f69e8e	0.0	0.0	0.0	14.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
bd40ec11e322397c12adf9538ec7473c	0.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
08044c33e8d9c932173c1fe26b1ad34e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0	0.0	0.0	0.0
feef3e2f9af07ade928b8265f2568ae1	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0
2cdae703232007d7e073ef557006f3ce	2.0	0.0	28.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
80ef4e714d82192ad71db2443211d944	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
5a31e3a8aa0ee0d4f922f81d1258fa2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
98005459f2f14210e1e440437b338692	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0
00e3318fafb0871ea666f2fdb3470a1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0
c7dd2e13e09c7495536f487884618aaf	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0
6674ca703030bb50aa2d650aa8011be8	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3939f5c14440e65d61827ae053b1ea6b	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
40fce7036a9868337ea818f8521f0c59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0	0.0	0.0
54716818d3815286bd420682a2b398ca	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0
92015a1acd1667a93bf747defce7c123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
861424ea09790a40fb8111a1d8c30e98	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	2.0	17.0	0.0	7.0	0.0	0.0
beb66316d79b08c54d664ad43ceb3b9b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	0.0	0.0
7c46b1a22bc2b868c409b2bd99052d10	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dc719b38e310c2099f4b6ce8ac7858b0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8cd044c63ce69dd6eb599cf8e49a0dac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
