OTU_ID	SRR11306110	SRR11306111	SRR11306112	SRR11306113	SRR11306114	SRR11306115	SRR11306116	SRR11306117	SRR11306118	SRR11306119	SRR11306120	SRR11306121	SRR11306122	SRR11306123	SRR11306124	SRR11306125	SRR11306126	SRR11306127	SRR11306128	SRR11306129	SRR11306130	SRR11306131	SRR11306132	SRR11306133	SRR11306134	SRR11306135	SRR11306136	SRR11306137	SRR11306138	SRR11306139	SRR11306140	SRR11306141	SRR11306142	SRR11306143	SRR11306144	SRR11306145	SRR11306146	SRR11306147	SRR11306148	SRR11306149	SRR11306150	SRR11306151	SRR11306152	SRR11306153	SRR11306155	SRR11306156	SRR11306157	SRR11306158	SRR11306160	SRR11306161	SRR11306162	SRR11306163	SRR11306164	SRR11306165	SRR11306166	SRR11306167	SRR11306168	SRR11306169	SRR11306170	SRR11306171	SRR11306172	SRR11306173	SRR11306174	SRR11306175	SRR11306176	SRR11306177	SRR11306178	SRR11306179	SRR11306180	SRR11306181	SRR11306183	SRR11306184	SRR11306185	SRR11306186	SRR11306187	SRR11306190	SRR11306191	SRR11306192	SRR11306193	SRR11306195	SRR11306197	SRR11306198	SRR11306199	SRR11306201	SRR11306202	SRR11306203	SRR11306205
54bf4fceaee0137c7d80d3a829ca61fb	0.0	0.0	95.0	525.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1187.0	1170.0	1270.0	667.0	0.0	291.0	0.0	17.0	44.0	44.0	165.0	115.0	249.0	219.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	201.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	186.0	0.0	213.0	290.0	145.0	171.0	36.0	806.0	959.0	1296.0	45.0	293.0	374.0	90.0	841.0	505.0	457.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	52.0	0.0	0.0
7116da68e21bb3c99cdaae5996ab868f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1388.0	1347.0	578.0	168.0	0.0	103.0	0.0	34.0	0.0	0.0	36.0	25.0	847.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	120.0	65.0	102.0	82.0	191.0	1277.0	1136.0	210.0	86.0	315.0	576.0	185.0	2855.0	597.0	451.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dadb1a483dc0f9b812e31da900f09a4c	166.0	17.0	10.0	11.0	20.0	16.0	19.0	17.0	42.0	39.0	30.0	135.0	0.0	16.0	12.0	14.0	0.0	8.0	0.0	0.0	0.0	0.0	94.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	993.0	1029.0	977.0	503.0	482.0	548.0	60.0	694.0	0.0	0.0	0.0	0.0	0.0	750.0	7.0	0.0	17.0	0.0	0.0	0.0	1194.0	143.0	773.0	467.0	14.0	7.0	7.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	209.0	196.0	116.0	120.0	103.0	109.0	43.0	0.0	31.0	118.0	50.0
5f1b82a05054e425ea1fc7fd83c58396	712.0	10.0	4.0	0.0	10.0	0.0	0.0	0.0	7.0	22.0	7.0	301.0	0.0	11.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	11.0	723.0	0.0	0.0	13.0	33.0	0.0	11.0	0.0	5.0	0.0	431.0	415.0	337.0	231.0	174.0	208.0	228.0	343.0	0.0	0.0	0.0	0.0	0.0	286.0	0.0	0.0	0.0	0.0	0.0	0.0	477.0	279.0	396.0	471.0	0.0	9.0	14.0	241.0	13.0	8.0	0.0	0.0	10.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	827.0	282.0	676.0	193.0	1092.0	499.0	231.0	320.0	0.0	47.0	608.0	74.0
01a3c0a684edea44faa7bc9eba2f2864	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1495.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	13.0	0.0	126.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1496.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1061.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	92.0	1147.0	72.0	772.0	91.0	80.0	865.0	83.0	117.0	125.0	127.0	1751.0
ef1f6dc5e7c145f75f7e9f7c8bb1fa01	1269.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	236.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1259.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	103.0	0.0	0.0	191.0	104.0	233.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	218.0	128.0	0.0	191.0	0.0	0.0	0.0	216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	783.0	255.0	1352.0	153.0	688.0	1302.0	255.0	898.0	0.0	0.0	1306.0	103.0
2031a876fa68dc0cfb31c7878fea431c	0.0	53.0	388.0	425.0	898.0	175.0	224.0	161.0	997.0	1201.0	1032.0	35.0	0.0	0.0	0.0	541.0	400.0	633.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0	94.0	93.0	0.0	71.0	0.0	0.0	0.0	223.0	183.0	123.0	65.0	81.0	150.0	51.0	191.0	0.0	0.0	0.0	0.0	27.0	146.0	39.0	0.0	76.0	28.0	30.0	0.0	567.0	119.0	273.0	203.0	33.0	0.0	21.0	94.0	0.0	0.0	0.0	0.0	0.0	31.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	55.0	0.0	229.0	0.0	0.0	202.0	0.0	71.0	349.0	7.0	330.0
df9312a487d8cf93098f23c6fed6dfa1	0.0	0.0	38.0	70.0	179.0	21.0	11.0	11.0	80.0	71.0	74.0	1049.0	0.0	0.0	0.0	44.0	98.0	81.0	26.0	37.0	61.0	29.0	0.0	40.0	45.0	187.0	144.0	41.0	103.0	62.0	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	14.0	0.0	0.0	0.0	33.0	1338.0	32.0	55.0	30.0	30.0	20.0	58.0	106.0	49.0	16.0	19.0	51.0	25.0	0.0	11.0	11.0	0.0	959.0	0.0	1329.0	0.0	0.0	781.0	0.0	174.0	295.0	0.0	674.0
3bccfd876742521e85d7e4ed6b455833	26.0	7.0	66.0	34.0	37.0	17.0	0.0	0.0	80.0	96.0	75.0	285.0	0.0	0.0	13.0	34.0	41.0	56.0	0.0	38.0	37.0	0.0	27.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	888.0	953.0	933.0	325.0	330.0	428.0	331.0	658.0	0.0	0.0	0.0	0.0	0.0	575.0	0.0	0.0	0.0	0.0	9.0	0.0	221.0	74.0	426.0	80.0	0.0	0.0	0.0	472.0	23.0	0.0	19.0	0.0	0.0	14.0	0.0	0.0	0.0	20.0	0.0	28.0	0.0	0.0	0.0	39.0	267.0	30.0	505.0	28.0	41.0	420.0	78.0	35.0	112.0	37.0	783.0
413e2b7b9b8b588b1ec6d762b8de3ba4	229.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	226.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	274.0	0.0	0.0	69.0	103.0	0.0	0.0	0.0	0.0	0.0	323.0	352.0	375.0	300.0	293.0	281.0	350.0	272.0	0.0	0.0	0.0	0.0	0.0	284.0	0.0	0.0	0.0	0.0	0.0	0.0	602.0	202.0	762.0	120.0	0.0	0.0	48.0	695.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.0	255.0	194.0	616.0	239.0	436.0	392.0	725.0	51.0	0.0	344.0	680.0
bf6648c73fab3af8523e6511b710639f	711.0	9.0	18.0	10.0	0.0	31.0	32.0	14.0	9.0	14.0	5.0	204.0	0.0	9.0	0.0	0.0	4.0	0.0	0.0	0.0	7.0	0.0	498.0	8.0	0.0	14.0	42.0	11.0	11.0	2.0	0.0	3.0	396.0	468.0	391.0	373.0	371.0	336.0	98.0	350.0	0.0	0.0	0.0	0.0	0.0	339.0	0.0	0.0	0.0	0.0	0.0	3.0	980.0	313.0	476.0	664.0	15.0	4.0	0.0	130.0	4.0	3.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	4.0	0.0	0.0	0.0	586.0	208.0	683.0	87.0	491.0	382.0	123.0	162.0	5.0	0.0	472.0	42.0
f7c36b6159bf0165dc5366a7693fb221	0.0	4302.0	17.0	21.0	56.0	551.0	1145.0	591.0	22.0	27.0	0.0	0.0	411.0	166.0	384.0	19.0	39.0	0.0	0.0	22.0	29.0	0.0	0.0	0.0	56.0	88.0	77.0	0.0	0.0	0.0	23.0	25.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	5.0	16.0	37.0	29.0	0.0	0.0	0.0	12.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	1762.0	18.0	0.0	12.0	0.0	57.0	59.0	48.0	23.0	31.0	179.0	208.0	0.0	0.0	0.0	33.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	63.0	0.0	0.0
