OTU_ID	SRR16971116	SRR16971117	SRR16971118	SRR16971119	SRR16971120	SRR16971121
5a17b1e8ae3884ad1c6faa5f68c434e9	14.0	9.0	10.0	35.0	33.0	32.0
100bd517e6cdcbed82ff0697fba59347	27.0	25.0	15.0	19.0	16.0	21.0
8d22245b9d96e00e28b9572d4cb64419	37.0	26.0	32.0	10.0	14.0	7.0
9774d0359f5b320bda410c2c35e3e594	8.0	9.0	13.0	32.0	37.0	40.0
5995f9dd3d0b407ede6f89632b1d4924	17.0	19.0	17.0	18.0	29.0	19.0
f6f5402a71ba8161df966ce361944e1f	27.0	27.0	24.0	11.0	23.0	22.0
349134cce10e342c7e3a61bdea3fd94f	24.0	0.0	24.0	29.0	22.0	33.0
0e926fcedb3c19098dcc63781f1d064e	15.0	11.0	11.0	45.0	32.0	23.0
3de91c5eee257a6a4b09cb82f208fdae	16.0	14.0	25.0	25.0	25.0	19.0
3eb50fb49d661d345e385c6740255349	17.0	18.0	15.0	24.0	20.0	24.0
da86f854d56df4468aef442d5d68e6f2	6.0	0.0	0.0	41.0	40.0	49.0
e7d41e0c959b3395c2de7707c44df854	29.0	30.0	26.0	10.0	11.0	8.0
adaa527d013225fc843efbb981d67f59	21.0	9.0	18.0	51.0	22.0	13.0
18c5c77e41a40e86692cd91cd874206c	38.0	23.0	22.0	28.0	0.0	18.0
c6c304f258efda6abb09c0796f34ec98	20.0	29.0	30.0	0.0	21.0	15.0
7d66ee8906b1ba714b7291ed59086b74	33.0	29.0	32.0	0.0	14.0	8.0
11d2bd0c4d14feca2778a41d874f54ff	37.0	18.0	28.0	19.0	13.0	8.0
f3c013ccbd936b0bce20d185a915cc78	27.0	43.0	32.0	12.0	3.0	7.0
824e7ccad8f109bd4008aa9880653fd6	24.0	18.0	30.0	15.0	20.0	19.0
b40173f5289b27e88c472a850d506997	32.0	12.0	22.0	17.0	22.0	19.0
e994ba4063cced5023ae6795e785c2e4	14.0	21.0	17.0	25.0	27.0	22.0
c27060c89340781c8c0f075de6130ce1	29.0	21.0	13.0	23.0	41.0	0.0
f82865cced3bf8bf57e3d3b85e34f42f	23.0	25.0	21.0	16.0	14.0	20.0
b87b680eadd2aa2b06629898c625e56f	28.0	15.0	29.0	14.0	15.0	15.0
c4b32757b118eed730950b45ee09d855	25.0	27.0	29.0	14.0	15.0	11.0
e0f9c4c981fb39dbe4af8fbf95174e50	24.0	21.0	20.0	21.0	23.0	16.0
ed3f053973ea0c49ea9a529783b865c9	22.0	24.0	29.0	0.0	19.0	16.0
8f7110f7387ec5e73bd0789dc5de7280	14.0	25.0	15.0	24.0	32.0	15.0
f754033522c50d24d90d6c49fbb016a9	32.0	25.0	47.0	0.0	17.0	0.0
05ffe6b0382c06ecaf2b4c57cf07e68a	32.0	37.0	20.0	12.0	0.0	21.0
145df4a8f5a1a78f9f1eeb7845469da5	8.0	10.0	11.0	27.0	25.0	34.0
c10109ce45a69737b823c5b532042c95	25.0	24.0	24.0	0.0	20.0	24.0
9f69c231cedc00027a4388d96e7bdf68	0.0	0.0	0.0	53.0	39.0	51.0
bed263ceb6c7ffb4ac174b3b84576001	19.0	27.0	25.0	0.0	23.0	18.0
49591dbfe95f26aa8aa3bc15266abbb4	21.0	15.0	38.0	11.0	16.0	15.0
0670f59dc0a26af9fffb1d4eeb2fe464	13.0	29.0	32.0	0.0	24.0	19.0
aafb4450784e5007c220ef908539788e	22.0	20.0	27.0	29.0	0.0	17.0
aefab27597c46643f37ad8a472d45e51	28.0	15.0	18.0	13.0	12.0	18.0
d524f494719402c86875c3ef2bc4f9f3	22.0	19.0	17.0	23.0	20.0	9.0
0b2fd0c4bc803113387843ddd25b91d9	17.0	29.0	0.0	22.0	22.0	34.0
52d6da805d304beb2b5cb70c314c0ba5	22.0	32.0	17.0	21.0	22.0	8.0
ba6ed1473cb593a8a7f4116980784593	17.0	11.0	11.0	21.0	35.0	32.0
ccffd5cdc97281df4b476f9c444885f8	24.0	34.0	15.0	0.0	16.0	18.0
41224d827c77d40ba2af7c5d331706d8	20.0	18.0	18.0	29.0	23.0	8.0
347370feac67ba9e2669bc7cae37146b	30.0	23.0	37.0	9.0	4.0	6.0
84c347957236ec05c74c13bf090496a7	13.0	18.0	15.0	20.0	22.0	21.0
84ccf2871c8433f00cdb8ef511eb4147	15.0	15.0	21.0	16.0	23.0	19.0
c42bca2349f2035952c29918295f4131	17.0	19.0	30.0	10.0	17.0	12.0
190df4bd3438ab0839d4acfc22a88c30	19.0	16.0	23.0	0.0	23.0	22.0
b8857aa66e5eb2bdd6e317e3ee1f3e03	12.0	13.0	11.0	35.0	24.0	23.0
3124fe658365bd2ece1426810ce48521	21.0	14.0	36.0	16.0	10.0	14.0
f75dc1453173785545d80e1ca9a648b7	25.0	0.0	26.0	25.0	0.0	20.0
a07471cc5bada2a679342975f39f78bc	20.0	21.0	15.0	14.0	16.0	25.0
55e12d04eb48503f5379e192234f7bef	30.0	14.0	11.0	25.0	19.0	3.0
be09f0e9f36ad7f1cefa583e78c3d4e6	20.0	12.0	32.0	19.0	14.0	16.0
306340f9b89b79b597be607fe1862463	11.0	15.0	16.0	25.0	23.0	19.0
68c82c7cecbe045a2838219411c8f3cb	23.0	20.0	33.0	0.0	0.0	8.0
49d7def246cbb55058cd820a7beb5b8e	12.0	15.0	13.0	22.0	34.0	15.0
bce4f9f8eb9da9e861a877696c4eae4b	23.0	15.0	16.0	39.0	15.0	9.0
2218ef12a6084aabad2872be594a0f77	11.0	22.0	15.0	15.0	25.0	16.0
4f5b27cc5b45c03235d2d6c01697f9a5	36.0	31.0	34.0	0.0	0.0	0.0
6e5c4c24a740916a644baa922b4dd391	23.0	21.0	25.0	0.0	12.0	15.0
9a3039bb8e1523827478bc13a749a57e	19.0	15.0	20.0	24.0	0.0	17.0
ce8ea2cc80e3c865583e9c5ceaadda47	21.0	20.0	34.0	13.0	17.0	0.0
d01b73cd5b1d9d9f8672d9c5806dd29d	22.0	24.0	20.0	6.0	15.0	11.0
33ae75475eb7f30425099205de6deee9	16.0	25.0	15.0	29.0	13.0	17.0
fd1cff3142f289897f4f2db7b7ac0b80	14.0	11.0	9.0	29.0	19.0	27.0
2f884d9e38ec63bc9d7716ac1bbcdd1e	0.0	8.0	9.0	59.0	33.0	13.0
2ff0a4de58f6dc8f59508ef1922c32b4	21.0	18.0	19.0	24.0	23.0	12.0
cb767261655743e3f91006433741fbcd	37.0	20.0	18.0	17.0	7.0	4.0
7db8fc162843379790358c2006313046	9.0	15.0	14.0	23.0	22.0	16.0
b8b06583267b5914ca62c3596e124fdd	29.0	17.0	25.0	20.0	0.0	0.0
eff83a8d46ea05d64c242d2cad70c214	18.0	14.0	17.0	21.0	24.0	13.0
7838a716014bd08227bf8d4c7a40450b	18.0	15.0	17.0	15.0	18.0	11.0
733aa874c929196b318f543583d764c9	20.0	29.0	25.0	25.0	0.0	0.0
edef188535ae3570187914c0f48a808e	15.0	13.0	18.0	17.0	17.0	18.0
82851bbe5cc17a2fd86fce14dbb6df60	15.0	9.0	14.0	21.0	19.0	24.0
2c514ccb24b93d33b2ba6060d11ca690	23.0	27.0	29.0	9.0	0.0	7.0
a0aa136687ac86b21594ed0683da448b	12.0	31.0	19.0	10.0	7.0	11.0
8c384e2b7261794f96c57243b3dd5c41	15.0	18.0	8.0	31.0	12.0	23.0
dad0ba3edeede5396a08e291f86e2f69	14.0	14.0	9.0	41.0	16.0	10.0
eeed8eaf088226474a9cb75467e563e0	14.0	19.0	11.0	15.0	25.0	19.0
5e15901ab74bb9d3075bfe86a1a4399c	12.0	17.0	11.0	28.0	16.0	16.0
f0c8917e165ea031de9443759f5f2c07	9.0	41.0	0.0	0.0	32.0	20.0
2ae5b6600615d8005428a3f95dca82a0	15.0	17.0	15.0	17.0	0.0	31.0
07a23a1fd963f32756e3529ce5a7dda0	36.0	0.0	31.0	0.0	21.0	0.0
3aad756a16b199d59f3917ce8e38ae2d	17.0	14.0	16.0	14.0	21.0	21.0
9b7d424dad8657f67b71e89b891574fd	15.0	0.0	8.0	50.0	30.0	9.0
99f2b5f451f9c47d8b3f7a47478939d8	27.0	14.0	14.0	13.0	16.0	3.0
4c69efc974804dbdf848d24a45bc290f	15.0	13.0	16.0	18.0	15.0	14.0
f8c488a463d9d4f93c03df1537d31421	18.0	16.0	22.0	23.0	11.0	8.0
5eacb0b29ffe37a751a38211cc4b5a9e	15.0	11.0	19.0	19.0	21.0	8.0
f3055d471f67bf9c593e8d4af2395464	17.0	22.0	17.0	0.0	15.0	16.0
8dcdbecac54fea5469dcd51c7e0df008	9.0	11.0	10.0	46.0	14.0	16.0
d4746a7a6be80313272c07ce48ad9353	0.0	0.0	0.0	48.0	39.0	25.0
95fb4824f3c99599b2b79c78680631f8	30.0	15.0	30.0	0.0	6.0	4.0
7beb6e6ae8e7e19c0f48d382c52db1bc	18.0	15.0	17.0	10.0	14.0	24.0
5daec233922f2af1bfad1a1e7373cd98	18.0	22.0	16.0	0.0	20.0	19.0
8e095f7b8cdaab8cc86c56ec19171064	16.0	12.0	20.0	15.0	20.0	12.0
47044080ca9046384255d0fc705c0410	17.0	0.0	14.0	25.0	18.0	18.0
b3fbdffabdd62d01b17fd72d789c38d6	10.0	18.0	8.0	20.0	22.0	15.0
32a2fecb1e043994c69d9194ac8d840d	21.0	0.0	25.0	0.0	32.0	20.0
d9bad164b416c77c621caed544f22d14	0.0	0.0	0.0	39.0	40.0	31.0
a12ff7f22993f68dc91fe6250bb5a05f	16.0	15.0	12.0	14.0	20.0	12.0
38caaac449a7b711e7052b376b8cf47a	29.0	20.0	26.0	0.0	0.0	13.0
950175aff7f14258d12ebb93da0ce779	13.0	10.0	7.0	27.0	17.0	13.0
7b0907db6379f92107bb049c317bd971	21.0	34.0	32.0	0.0	0.0	0.0
0d838ee4dba9c2b8a3af1b03e9c57802	24.0	11.0	21.0	10.0	9.0	6.0
de44ef7bfadbd9bec1cefb2e7c9641de	17.0	20.0	9.0	11.0	18.0	15.0
6a5ed12cd4d7d80537c421854e320cde	14.0	22.0	13.0	12.0	15.0	14.0
da91500897720e553efde2dc07408bda	16.0	30.0	10.0	11.0	7.0	16.0
ec7a464a1b75ef07bd272a97462ae1ab	29.0	27.0	28.0	0.0	0.0	0.0
9fb7f648deee0a409bd617a549734223	15.0	11.0	12.0	22.0	15.0	17.0
f133a1047e3d98bfba28c7af02cf0e6a	0.0	0.0	0.0	41.0	27.0	29.0
7f9f31968ffdfa59eebc7f3186f023b8	5.0	4.0	9.0	37.0	16.0	18.0
3dfa8afbc4d0117fca5b8af248e16f9b	12.0	16.0	0.0	10.0	29.0	25.0
b66c88875a7d9d7d84eac2247383dbae	28.0	20.0	28.0	0.0	0.0	0.0
c107660bbec3604caed30b0d4ab9a716	9.0	16.0	18.0	0.0	21.0	17.0
3da605655f206154b75b119e6aef0023	19.0	0.0	22.0	0.0	0.0	38.0
1e5454e102a13bcec89a285e72aafff4	16.0	8.0	30.0	6.0	10.0	2.0
77bc319aa251df9445e55f7aabdfc1e6	14.0	15.0	15.0	10.0	9.0	12.0
c85f776e91f2144540920d0d01f5b5ac	17.0	0.0	9.0	14.0	26.0	19.0
416c8e2f98abcd6e9e69595cc0dee3c1	17.0	23.0	17.0	4.0	9.0	10.0
e8fceb2addf3379bcf73a6178355df62	18.0	16.0	15.0	13.0	16.0	0.0
72b7ad5e6007ed6b15fea7351ebc8ac7	19.0	13.0	21.0	15.0	10.0	11.0
194499cc8e302e49157c1dd66c30e611	9.0	7.0	10.0	36.0	18.0	10.0
04c7324da3242756701aea856a59a451	9.0	10.0	15.0	18.0	17.0	13.0
dcaf93729b3f36f21e132b88aaaf3aab	12.0	13.0	9.0	12.0	14.0	22.0
7dbe4cffcb9fbfe43e4a39a6562d9081	8.0	4.0	18.0	18.0	34.0	14.0
97b2481b5a125bb3839c69c4970f39e8	7.0	15.0	17.0	16.0	17.0	9.0
e304e1cba14a2f2afbb40a7de18f623f	14.0	0.0	15.0	0.0	21.0	34.0
a3cfbdec810a7d2972bba1ba53cab6db	0.0	35.0	0.0	28.0	15.0	19.0
ea465115fdb5962d89d91f09cfd7f6e5	26.0	23.0	22.0	0.0	0.0	6.0
9ace047d8afc865d9e759ff5b97a5d53	11.0	17.0	9.0	9.0	21.0	13.0
ea313a53f0e7052e426cd2aedf216fce	0.0	24.0	11.0	0.0	30.0	20.0
7e96ea470ae5d05ff20c4e841eeb3b23	11.0	15.0	14.0	14.0	12.0	14.0
9bdbed66a55395e019620ecbbe0bc1d7	6.0	0.0	7.0	48.0	21.0	16.0
87278bb712ae314924c2a22a9b1f6b79	25.0	16.0	33.0	0.0	3.0	0.0
a6a697c29f5199a1fc44e3a7ce58be59	15.0	15.0	18.0	10.0	13.0	13.0
05cdeb89dcc70f0883bd93f9197d1ff1	18.0	16.0	11.0	0.0	17.0	17.0
181664a64bda0f989b108d866cc33f8c	24.0	12.0	12.0	14.0	10.0	12.0
fc47bac794937878e50869fa5841b777	12.0	20.0	15.0	7.0	6.0	15.0
2d030f6dc4980faed15399f3710377f3	9.0	9.0	0.0	26.0	28.0	19.0
d77bdd139cecb82209ce99c424f33664	0.0	0.0	33.0	0.0	0.0	40.0
aa9cc6a655fe7f9ab05db373d55a53b4	51.0	0.0	0.0	31.0	0.0	0.0
d01b71eab53b2498b884d017e226da57	0.0	6.0	0.0	29.0	25.0	27.0
370634fcf17b06c524a7d460f3802b3c	16.0	12.0	18.0	5.0	9.0	8.0
80b60bbcaef1e681eda96e421dae315c	27.0	16.0	22.0	11.0	0.0	0.0
04c1d86d0f1e98b8706f07e0b05aa827	0.0	20.0	9.0	16.0	17.0	14.0
a08f4a1544aac4b1d458f55112bdf07f	14.0	16.0	7.0	16.0	14.0	8.0
eb9aa77385f59b5b88d61f1da92d70e7	11.0	11.0	12.0	17.0	17.0	17.0
91ec6f7aa9cb32a836fef2e6f99239c6	10.0	6.0	8.0	23.0	15.0	13.0
f5b1e7fee01e6f8c287f9a22c6922cda	0.0	22.0	18.0	14.0	14.0	15.0
329e0f8d139be8f301ddf98f6d7daa03	0.0	0.0	0.0	26.0	25.0	29.0
a8463bb29aead47491f1f98ad5487f83	15.0	4.0	13.0	10.0	23.0	15.0
e7d4a1db0bdcf08fcaf59ed8efbf3f51	11.0	15.0	7.0	19.0	14.0	9.0
87f50b175f301cbea712c3feaca60b04	25.0	15.0	29.0	0.0	0.0	0.0
65518bdfad1f1066569bedb46a7f92cf	19.0	8.0	33.0	4.0	0.0	0.0
1d7e4408f1b50554e3e14c5697494034	13.0	0.0	25.0	0.0	22.0	6.0
0e6fd7719c19d246e6747a1f494998de	0.0	0.0	0.0	26.0	28.0	25.0
1c3c6e083f766ae7d07c8f5d824811a7	21.0	22.0	21.0	0.0	0.0	8.0
074f4ee823845a3b48aa7930ac335bed	14.0	5.0	14.0	13.0	12.0	13.0
da5bf06660bd41ff4d0a3fa9a2ab4389	13.0	0.0	8.0	0.0	18.0	26.0
8ce40566d699d45a2920df4fe9938487	12.0	35.0	0.0	34.0	0.0	0.0
374556969be85b41a3340d0f2417c99e	7.0	7.0	13.0	19.0	9.0	11.0
ce91ebd3ac9c47dc7e117eaa1bc7739a	22.0	14.0	24.0	0.0	0.0	0.0
b6de37f57ca07208602a5b7af4462bfc	14.0	9.0	21.0	9.0	6.0	10.0
d12998d22e63dfec48901b2e22becb94	12.0	11.0	10.0	14.0	11.0	6.0
ac7f8a038d0475d7ef48d8f737afd185	13.0	11.0	12.0	19.0	0.0	19.0
8640788c5469aea37dc76090c74382e7	23.0	12.0	25.0	6.0	0.0	4.0
879bafc7b7e810364ebca94dce4bbc94	14.0	21.0	28.0	0.0	0.0	0.0
41e9d6f291e9151b9aedf5558ca68983	10.0	5.0	10.0	21.0	7.0	11.0
1655fdb6beea5e270d90270142218877	8.0	15.0	15.0	13.0	13.0	10.0
6049e2a5bc4014c3deec441948595188	12.0	7.0	15.0	13.0	14.0	12.0
7afcdb5b3f8f1feb5812badbab5c0580	16.0	11.0	8.0	13.0	10.0	9.0
f64e8fea5d51b1083f56bb16150a47a5	14.0	9.0	9.0	11.0	14.0	16.0
80de411f874cacc6acd2c96c290aab8a	6.0	5.0	3.0	19.0	22.0	15.0
009df97424e9ce64bb7fc3e2063a18f2	18.0	9.0	14.0	0.0	10.0	11.0
8fc0bdd9d522e04a95ddd5ad0837dacd	25.0	18.0	0.0	0.0	0.0	19.0
3f0ad95c6af5b0c8b2ee53cd8ed910fe	11.0	21.0	19.0	9.0	0.0	12.0
8fa8290d70037becaa4f1be0e8f04767	11.0	19.0	0.0	17.0	16.0	17.0
e1011c89e547c33f1fe3343ac3774a47	11.0	7.0	7.0	14.0	15.0	14.0
4289355e052cfc982c785d3ad2b85f73	15.0	6.0	20.0	0.0	12.0	10.0
61a1ced59eb23234b88847b5852081b0	16.0	19.0	18.0	6.0	4.0	3.0
8e21f5a927d35239920947973c734797	15.0	3.0	15.0	16.0	14.0	11.0
f79b126fd41af27c4bd3d309fcc8299b	8.0	18.0	28.0	20.0	0.0	0.0
63ce8e42c9da8c3e950e056e5f17d879	0.0	0.0	0.0	37.0	51.0	0.0
6599faca73fee4c4635e72942c1abc58	9.0	16.0	10.0	10.0	11.0	8.0
f14da77c7174bd653463f8c58e2573b5	14.0	7.0	13.0	6.0	13.0	6.0
67629e923a5d303741126b18d04475ae	14.0	12.0	18.0	6.0	12.0	10.0
a4ef9d8d47a09072d746b7cb2f26116e	9.0	14.0	15.0	0.0	11.0	12.0
f4f1a69f2c3f6125235f0869efe732ea	0.0	13.0	1.0	21.0	24.0	10.0
620b44d096206a1e108b03d0ec2571b7	0.0	9.0	14.0	21.0	26.0	0.0
4a852eb8eacca82e0e2184df570e94b5	26.0	9.0	20.0	0.0	0.0	0.0
9e943cacb14b331d61c92c1e207e2c87	18.0	7.0	24.0	0.0	10.0	5.0
8d1406db040e48487e95d1e1f3068494	11.0	13.0	10.0	14.0	15.0	8.0
2b9ea5bc548df3f08199801aa2e7818f	31.0	16.0	21.0	0.0	0.0	0.0
a968952e62c9002470910cfead646d12	14.0	0.0	20.0	0.0	21.0	15.0
4cdfeea1243c0bad264c14c11ad7865c	14.0	0.0	15.0	0.0	11.0	21.0
fd4c22cdd3c3626d63d5d1f904e1cdb3	15.0	11.0	33.0	3.0	0.0	0.0
8177e4fe1f9725a2a53cd04a5f2bba09	9.0	8.0	13.0	14.0	14.0	10.0
b0fe36c93d9cda531fa0688cbf60a522	16.0	13.0	16.0	0.0	0.0	13.0
77e8793a330094ea1b48f7a5d1ead28e	5.0	0.0	0.0	44.0	25.0	5.0
f837420e5405171c7738af5de84fe3f0	16.0	18.0	9.0	12.0	9.0	4.0
4573cbfa1477993a20ca73bf8c870ef2	10.0	8.0	15.0	7.0	15.0	9.0
0b18be288af1866a1591c96d069c5332	7.0	7.0	10.0	16.0	18.0	7.0
39c62481dd83d0048f1b31a51cff30e7	16.0	16.0	8.0	7.0	14.0	5.0
eca4e3d2060b7a174bffcf7404bc0656	14.0	0.0	9.0	20.0	14.0	10.0
21f8c952fede35899b6d1e60a5032d48	17.0	27.0	0.0	20.0	0.0	0.0
c0bf9dfa32f100a58783f3e62c880e9d	23.0	0.0	14.0	11.0	0.0	8.0
dc46a58a89f7ae5568abff1fc1ad1ace	4.0	8.0	5.0	23.0	14.0	16.0
eb6ddfd1da18c64799b8f9a66e078583	19.0	14.0	0.0	0.0	16.0	10.0
f6467b774b283ed84f60338b24b89535	10.0	9.0	4.0	31.0	14.0	7.0
adaea1815b441cab2855f7db3c380d38	31.0	0.0	23.0	0.0	0.0	0.0
45ff006e3fc15ab2b27326a9855b6065	11.0	12.0	20.0	0.0	8.0	0.0
1a505d06cba17b6892b8bbed35595cd7	0.0	9.0	5.0	21.0	17.0	17.0
ef0f21580b5087836689a7e57713d688	19.0	12.0	10.0	0.0	7.0	5.0
18b69b9ad80462ac662321e21b6c206a	12.0	19.0	0.0	0.0	13.0	17.0
cbe49e6338415d390c9845972c8cdcb3	15.0	12.0	16.0	11.0	9.0	7.0
5de3bd31ff2364de2154c8f06a78ac8b	21.0	26.0	11.0	0.0	0.0	0.0
a89a26c31980f803bfe90de4d6144507	0.0	0.0	0.0	51.0	28.0	0.0
fd3f32004382ada9a03dbfa83b76582d	12.0	19.0	21.0	0.0	3.0	0.0
cb75a732e6706294b5207885916f1f3f	26.0	22.0	0.0	0.0	17.0	0.0
62b6c290a906ce13eaa9c21fc8ba9468	6.0	7.0	14.0	10.0	16.0	8.0
51b6b63c3fed967033ebfe919713f331	0.0	0.0	5.0	19.0	27.0	13.0
d0239f02e5cb0e6e2a54e4f3ea3e3c79	11.0	10.0	5.0	13.0	9.0	11.0
4b2956694c730ecaec931a8142802def	7.0	0.0	18.0	15.0	14.0	0.0
ce95293d09125160cc00b5642ff243dd	8.0	7.0	10.0	32.0	6.0	0.0
074cec0fa25b929a469d18414f48df3b	12.0	21.0	12.0	26.0	0.0	0.0
6c9897d2ad444b33f78ce293ac0d0109	9.0	13.0	13.0	0.0	10.0	11.0
0ad01cc0a77e664fbac81a93c035236a	4.0	16.0	0.0	18.0	13.0	12.0
e28d49ab72c64eb1b7b9ca878f4979d8	10.0	11.0	8.0	0.0	15.0	12.0
f7db10e6a01b43beb1a9254402caaf6e	0.0	15.0	15.0	8.0	9.0	12.0
ad4ec579ed09d82696e9433a3f5e5ddf	9.0	5.0	10.0	8.0	15.0	10.0
4aafc4ad9c4030843d5443340056916d	12.0	5.0	10.0	18.0	6.0	11.0
78192dcc4a912552f5337cb5cfda6672	0.0	20.0	0.0	0.0	0.0	38.0
63c1e2d24a0e636919467678bce20bd4	11.0	13.0	10.0	12.0	13.0	8.0
4d824d13cd3f5ea9ab28a926651c0a0e	8.0	0.0	4.0	11.0	11.0	17.0
a3963895df7ca86527e53323f946ee70	11.0	10.0	7.0	10.0	11.0	10.0
75627482404e3736f02c2b1e4e58a593	0.0	21.0	10.0	16.0	0.0	17.0
b356b2bb1d7158c2178d75209ae25658	16.0	10.0	15.0	9.0	0.0	0.0
b3ee34a35023a8e7041fb0ea584a3140	7.0	11.0	8.0	12.0	0.0	13.0
3920d7f9eba7580ce843b77a93a5cee9	6.0	12.0	5.0	11.0	7.0	19.0
85144ad27478c9ac4382c411fb9144f9	7.0	11.0	9.0	12.0	8.0	9.0
e4fd2c74f0f8ffc95cea7c6fbbbb112b	0.0	0.0	10.0	14.0	0.0	31.0
52f0c599a94d11067ec629dc70d80620	7.0	4.0	6.0	5.0	15.0	12.0
bbc07175ab73337c3422faadd8718879	0.0	0.0	24.0	0.0	25.0	0.0
559ece2e1ac9a388adfe1bfb52d60f4e	12.0	2.0	14.0	6.0	11.0	10.0
21048e49dfd14533807ca2664768ad88	15.0	7.0	22.0	0.0	5.0	10.0
eab7b38996adf3b5956fe2238c5ced7a	7.0	7.0	10.0	7.0	9.0	11.0
3485756ef6177d8da15f03551c32dbe6	14.0	11.0	24.0	0.0	0.0	0.0
18deea67ba3a54acf3d69f2427d0f568	17.0	11.0	13.0	7.0	8.0	0.0
85cac17e209a5ac8ccffa896ce74bf8e	7.0	9.0	15.0	0.0	13.0	5.0
ec9b9dbd07807f823ca65bcd624798d5	19.0	12.0	17.0	0.0	0.0	0.0
254c5c439e6e7235605e1c6a3a43762b	0.0	14.0	26.0	0.0	0.0	16.0
ccaf75128ee42aa32fa84f535a6e784f	0.0	0.0	0.0	19.0	18.0	21.0
21e9aa59d3b8a44b51f9a9e7b7ac4128	10.0	10.0	6.0	10.0	9.0	6.0
01fa99a85e6e33d4a9a2cd396a8692c6	8.0	14.0	11.0	6.0	7.0	9.0
bfbad0d1547868fa54f1e65db862fc9c	8.0	4.0	8.0	7.0	12.0	22.0
d655be49d1eac4bdd08208e123ef046c	6.0	18.0	16.0	0.0	6.0	10.0
51a6397b895480284d416b2dc0ee9a26	0.0	0.0	13.0	0.0	7.0	33.0
c7c335edbd6a3aa836963927fa5633a6	11.0	8.0	14.0	3.0	8.0	7.0
de9d9b8009accaee22a4141ef0eb1548	9.0	0.0	9.0	16.0	16.0	6.0
b51351d0f9e1dcaf37f8dd575f7e3370	14.0	17.0	14.0	0.0	0.0	8.0
c798da5b57490b5c0964e46088f82e25	8.0	7.0	13.0	8.0	14.0	8.0
df68c4da570507bca4cc25a6b4cfedea	21.0	22.0	15.0	0.0	0.0	0.0
38f8c2a801cd749c6e7bc4c93a3553ca	9.0	10.0	0.0	0.0	18.0	19.0
1469b157975801082691182d52186d11	11.0	0.0	0.0	0.0	24.0	24.0
21bdf14c2dc237a6fda37f6de9d464ae	13.0	11.0	10.0	7.0	0.0	8.0
f6598a8b5bfb0133a6ee5d2e614a7399	16.0	19.0	17.0	0.0	0.0	0.0
2a58ef10fb3b68ff3a3d07bd9debc360	9.0	16.0	6.0	11.0	8.0	5.0
5129a7d163cc27a6c0e35b72970b6f2f	0.0	15.0	12.0	13.0	0.0	15.0
1cff3a29326613ad27ef629321945f7b	0.0	0.0	6.0	28.0	20.0	7.0
8a1d0b4498e2e5fb3218102f9fbdd553	15.0	16.0	4.0	15.0	0.0	6.0
6d478c2f9b8e35a9b19ec9c405235dcd	7.0	8.0	9.0	7.0	9.0	12.0
70c258291ef3156a692997d6a9bda56b	5.0	17.0	13.0	0.0	9.0	4.0
02087e54a1b38036bf73c3c817e01125	0.0	0.0	0.0	41.0	0.0	17.0
4702aa3fdf61c12dae2b55b6f60e8b61	0.0	0.0	0.0	15.0	9.0	28.0
5bddfeac4fa49e8f3d0b84c2b22372e3	9.0	10.0	16.0	10.0	0.0	0.0
9328669f934b8e433e0325701669f1a4	9.0	4.0	7.0	21.0	7.0	11.0
ea4cc7517ec065d9007e442547356e84	8.0	10.0	10.0	7.0	7.0	9.0
27cef200e46839b3b78fbd149695c4dc	16.0	18.0	13.0	0.0	0.0	0.0
c965363685ba09d7e7151b67dedc2ee9	11.0	7.0	7.0	5.0	15.0	9.0
7b7295bce5e50035967529e50630bb97	8.0	10.0	9.0	0.0	11.0	10.0
051691774a579184bbb178ca4140e29c	4.0	6.0	4.0	9.0	16.0	18.0
a8e8a0f5a5c8423b1230de0546786d06	11.0	15.0	10.0	14.0	0.0	0.0
73ce0ecfc808dce5d4413f2666d51bd8	7.0	9.0	0.0	13.0	13.0	13.0
eb370947b03534afe9246ab00deb44a4	7.0	12.0	11.0	7.0	4.0	6.0
001c2f1f57f0500ad629c296351064d3	6.0	7.0	14.0	6.0	6.0	4.0
27832f9ae4c04477ccc60807ce123ed6	22.0	23.0	0.0	0.0	0.0	11.0
3fa3113bde81bdc400907a53600aaf0c	15.0	15.0	7.0	0.0	0.0	0.0
c654d6cc77f42cde81e8177d82d653ce	15.0	0.0	0.0	19.0	0.0	21.0
5f17cc5e0184ccdb79208982a92d41e4	22.0	0.0	12.0	10.0	0.0	0.0
d34798fd936fbf0acb1f7028f2e21a61	7.0	0.0	7.0	11.0	14.0	16.0
a978c091a56833eed8a124fdb4dd0b51	0.0	5.0	10.0	12.0	9.0	14.0
b7ef132684e0327a1eea2b0f954f3fce	0.0	0.0	4.0	21.0	18.0	13.0
884b662b941ede0b2b75a7e693bef8e2	13.0	5.0	15.0	10.0	5.0	7.0
ed5db4d0be85569eac11f3da9bbf4b46	17.0	19.0	16.0	0.0	0.0	0.0
0d036aef1dfb097fd18543b8005bb5e6	19.0	0.0	0.0	0.0	17.0	17.0
a06a75269ae780ee26cca10e89e4495f	0.0	0.0	16.0	0.0	23.0	11.0
e2fac86293af2c2343af0610928971ff	0.0	0.0	0.0	21.0	16.0	12.0
9ece5e892dae44ef4bd64d23edd33ca3	12.0	0.0	0.0	16.0	15.0	15.0
1c1b1c8def1647eba73b60b44818186e	16.0	30.0	0.0	0.0	0.0	7.0
