OTU_ID	SRR18795039	SRR18795040	SRR18795041	SRR18795042	SRR18795043	SRR18795044	SRR18795047	SRR18795058	SRR18795063	SRR18795064	SRR18795065	SRR18795066	SRR18795067	SRR18795068	SRR18795069	SRR18795070
4c62888bb3e44481e1d52435a41b350e	81.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	87.0	0.0	0.0	74.0	0.0	0.0	0.0
ccb7b46b513b4203aedee748af2ae5db	17.0	13.0	20.0	12.0	37.0	39.0	28.0	21.0	29.0	11.0	19.0	20.0	20.0	15.0	20.0	22.0
63308902c21b15f3cb396f79d4c91adf	75.0	30.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	30.0	0.0	78.0	33.0	67.0	0.0	0.0
6f865bec2dd247546c2fd36bc8a0b38b	26.0	29.0	35.0	20.0	16.0	17.0	14.0	13.0	21.0	17.0	14.0	20.0	32.0	38.0	6.0	22.0
8edc73fd7d70d1cb914ceace49abb775	33.0	25.0	20.0	0.0	8.0	10.0	11.0	12.0	34.0	26.0	26.0	39.0	41.0	29.0	6.0	14.0
97a9e487126a3e17732a36a6baa0e29f	86.0	0.0	17.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	71.0	66.0	0.0	0.0
999f12adc85086cbdd8208ca2b25ef84	0.0	29.0	26.0	0.0	0.0	0.0	0.0	0.0	66.0	34.0	66.0	45.0	54.0	0.0	0.0	0.0
d2d82f9fb3b6ff819942ed26f9f32cb0	0.0	51.0	53.0	0.0	0.0	0.0	47.0	85.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0
e35db8790ddac0343d14e888b483fafc	64.0	14.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	99.0	5.0	106.0	0.0	0.0
766fee5ac87708419e19ca7551278aaf	31.0	61.0	54.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	51.0	37.0	0.0	0.0	0.0	0.0
f170912ce7ff278d0c94622d114141eb	22.0	22.0	38.0	12.0	7.0	21.0	17.0	14.0	23.0	11.0	19.0	27.0	16.0	18.0	9.0	32.0
90a4144fc4a3348f618100df2fe89d55	3.0	18.0	21.0	21.0	16.0	40.0	24.0	33.0	17.0	23.0	18.0	19.0	13.0	10.0	21.0	19.0
3e22aa9a5abafdf1288181e7493b0efa	35.0	29.0	15.0	6.0	7.0	8.0	3.0	8.0	33.0	29.0	47.0	30.0	0.0	50.0	4.0	5.0
b024816213e1d7d411b2710dbedcf1e6	0.0	67.0	30.0	5.0	0.0	14.0	0.0	0.0	0.0	0.0	87.0	0.0	65.0	0.0	15.0	11.0
415882005d89586276b1caa7f7081813	23.0	27.0	15.0	6.0	10.0	12.0	14.0	7.0	25.0	29.0	26.0	31.0	23.0	33.0	10.0	10.0
184c2b82ddbf2ca7258e946510ac6016	9.0	29.0	20.0	5.0	11.0	26.0	23.0	18.0	18.0	10.0	17.0	21.0	20.0	29.0	16.0	14.0
27665f702209a59a7f5b0472c9ff39db	34.0	29.0	20.0	3.0	14.0	7.0	14.0	4.0	30.0	21.0	23.0	24.0	35.0	27.0	6.0	16.0
ae7018c41f0c76155bc1a523e13a1456	22.0	19.0	12.0	12.0	11.0	14.0	12.0	10.0	34.0	17.0	23.0	24.0	24.0	33.0	11.0	18.0
19acb9029b84dcf0b8046354b5241058	20.0	30.0	29.0	8.0	13.0	18.0	11.0	16.0	24.0	22.0	16.0	16.0	22.0	22.0	13.0	19.0
d3d7c6dd1bf5829e73a26ea7335df29b	21.0	36.0	20.0	0.0	0.0	0.0	0.0	0.0	93.0	83.0	0.0	0.0	42.0	0.0	0.0	0.0
870c1b8f168523f511572bf585a74d24	93.0	0.0	5.0	0.0	0.0	0.0	42.0	8.0	0.0	86.0	69.0	0.0	0.0	0.0	0.0	0.0
4ba7103f5ebe52fa27f05799255ba786	39.0	53.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	32.0	19.0	0.0	90.0
55897d55cba0fc0fc4451e1963d88bfd	59.0	21.0	0.0	0.0	11.0	0.0	0.0	0.0	80.0	0.0	54.0	0.0	46.0	0.0	0.0	0.0
50af78a6f3ce38082faa6d8aff279a1c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	96.0	0.0	0.0	71.0	44.0
be9ca84e7a12c72747218eb8eaa89e37	73.0	27.0	0.0	0.0	0.0	28.0	0.0	0.0	48.0	26.0	0.0	24.0	15.0	42.0	0.0	0.0
93653dcc24a2ea73886bd84d698ec99b	15.0	14.0	30.0	0.0	0.0	0.0	0.0	14.0	40.0	16.0	0.0	57.0	23.0	36.0	33.0	0.0
9259af0cc303868e56233d0db49da396	0.0	0.0	61.0	0.0	0.0	0.0	0.0	46.0	0.0	26.0	37.0	30.0	28.0	39.0	0.0	0.0
9043ecfd2558f60e1dfdfa83dfcd2f31	23.0	35.0	14.0	14.0	11.0	8.0	18.0	8.0	24.0	13.0	21.0	26.0	26.0	27.0	8.0	13.0
fdf9e8abb5e10cfe8b7e6cc6796b1c67	19.0	21.0	27.0	9.0	24.0	13.0	15.0	15.0	20.0	14.0	21.0	22.0	14.0	15.0	10.0	15.0
618482cdc1c9fde0a36972d872f9e2d8	99.0	0.0	21.0	3.0	7.0	12.0	17.0	12.0	9.0	2.0	13.0	13.0	18.0	14.0	16.0	16.0
dfc7ad8c0d12e5377de390ab673097a6	37.0	20.0	22.0	5.0	16.0	5.0	15.0	4.0	16.0	12.0	18.0	20.0	28.0	25.0	5.0	20.0
7b2a2c5713b1718232a103fc304cbee0	23.0	18.0	25.0	18.0	18.0	9.0	11.0	0.0	26.0	11.0	21.0	18.0	29.0	26.0	13.0	5.0
6721ddc6747d1f5b84ba50163ac7ba34	19.0	25.0	10.0	15.0	20.0	17.0	13.0	16.0	19.0	15.0	23.0	22.0	17.0	10.0	12.0	19.0
c86ffa5a1a4678a285db2724f782f5e2	73.0	22.0	0.0	0.0	30.0	0.0	0.0	0.0	11.0	8.0	24.0	36.0	14.0	34.0	16.0	0.0
2b1090bfb89224ef94e38923ea6411e8	15.0	11.0	5.0	39.0	13.0	16.0	18.0	21.0	10.0	27.0	17.0	12.0	12.0	17.0	14.0	16.0
961c62c77116bac9c5b9be808b373615	10.0	13.0	30.0	16.0	26.0	13.0	7.0	14.0	17.0	14.0	17.0	15.0	16.0	17.0	13.0	21.0
03cd9aa89817987fa5cc58caa771865b	53.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	14.0	0.0	68.0	0.0	0.0	0.0
ab81b30f469cc7ce180ad14760df856c	67.0	0.0	58.0	0.0	0.0	0.0	0.0	0.0	42.0	52.0	0.0	0.0	51.0	0.0	0.0	0.0
dcc744c2a8e6c92c26835e78401a1a00	6.0	6.0	17.0	29.0	43.0	37.0	33.0	17.0	4.0	0.0	4.0	0.0	9.0	13.0	25.0	22.0
a9dd55616c99245a6b5c63c8d1ca8816	24.0	25.0	8.0	0.0	5.0	0.0	17.0	6.0	23.0	30.0	39.0	45.0	10.0	29.0	0.0	8.0
14910d7f54610292320111502cf6950d	18.0	17.0	7.0	10.0	12.0	18.0	15.0	14.0	13.0	25.0	15.0	20.0	27.0	28.0	7.0	14.0
aa1a233fa28aac0c4370c6ebb06587a8	0.0	0.0	33.0	0.0	0.0	0.0	41.0	13.0	34.0	0.0	76.0	59.0	0.0	0.0	0.0	0.0
84490f4b3a24b22db873a73273ddb472	0.0	0.0	28.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0	49.0	23.0	27.0	0.0	66.0
87369d28eff4193427595df7766a041f	18.0	28.0	27.0	16.0	14.0	16.0	5.0	9.0	16.0	17.0	20.0	15.0	23.0	14.0	9.0	14.0
cacacc5ef3f80d65e128df5a8d7d39ae	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	30.0	0.0	58.0	59.0	0.0	0.0
5154b7d93aaddb9e770fe327f1c4e404	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	72.0	0.0	64.0	31.0	0.0	0.0
bf5464a4532df05e3ec523e9ddae9d11	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	57.0	50.0	43.0	0.0	0.0	0.0
8fa9caa753ec977dcc0419350ae27f24	24.0	18.0	9.0	9.0	7.0	2.0	11.0	17.0	16.0	28.0	32.0	23.0	22.0	19.0	10.0	7.0
474fc76dbd0d4282ca5e73e8f0c611c9	47.0	15.0	22.0	8.0	0.0	23.0	0.0	0.0	25.0	22.0	9.0	22.0	13.0	17.0	26.0	0.0
c4db48f7cde6d90b653bde091f7e5a63	0.0	0.0	62.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	77.0	47.0	0.0	0.0	0.0	0.0
6211c44710559fc6edd0d28bfeced52e	0.0	0.0	53.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	49.0	40.0	0.0	18.0	0.0
264cf47525561519ab6d8e33668449bc	14.0	17.0	28.0	10.0	14.0	22.0	14.0	11.0	11.0	9.0	28.0	16.0	13.0	19.0	9.0	7.0
328277895bcf6cb43f009e85bfdb2497	0.0	0.0	60.0	0.0	65.0	0.0	0.0	0.0	0.0	0.0	46.0	74.0	0.0	0.0	0.0	0.0
649ff49910b3bbfdd63c83f6eac430b5	44.0	0.0	41.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	49.0	55.0	0.0	0.0
c6c8c082e36f8269f783e69e8cf6eea9	73.0	0.0	42.0	0.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68.0	0.0	0.0
9e0519fc78c6756840b698e27ea91366	60.0	0.0	0.0	0.0	27.0	0.0	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0
f349830fd496d2ab99b576a0dc1eb207	14.0	34.0	25.0	5.0	22.0	0.0	9.0	0.0	15.0	3.0	27.0	24.0	32.0	20.0	0.0	9.0
ee193e4998ddacc0a59ffc327222abac	14.0	40.0	0.0	6.0	0.0	0.0	0.0	13.0	15.0	13.0	28.0	30.0	12.0	65.0	0.0	0.0
7a20d42fd463b515ecec05172b81e580	21.0	35.0	11.0	5.0	7.0	14.0	22.0	8.0	15.0	17.0	10.0	12.0	6.0	20.0	14.0	14.0
ee7f7125c8d19a58d0ec6bfb66efddee	12.0	23.0	25.0	21.0	8.0	9.0	11.0	10.0	9.0	19.0	17.0	18.0	16.0	8.0	11.0	19.0
0e9742788e96e16e59ac30d1b750ed28	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	31.0	0.0	0.0	97.0
115294185ea518b9a3f0f7ccbcfbef67	74.0	9.0	31.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	18.0	0.0	0.0	53.0	0.0	0.0
047aadaa368cc6dd136092c1cc912279	20.0	27.0	19.0	5.0	16.0	14.0	16.0	9.0	4.0	5.0	10.0	27.0	14.0	19.0	16.0	16.0
48452cefd5b55fc39152e9c35215952b	101.0	60.0	20.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
bc9a650c5b97bca949e286e5fe0b40cd	34.0	23.0	11.0	13.0	14.0	0.0	0.0	10.0	6.0	22.0	6.0	33.0	30.0	21.0	3.0	10.0
2543bff98638a39d8e4bc7e839d4e7b4	13.0	11.0	12.0	2.0	20.0	15.0	23.0	17.0	13.0	6.0	9.0	12.0	14.0	7.0	20.0	32.0
f69668c682f20808a51d919afa74eb63	67.0	27.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	67.0	0.0	0.0	0.0
6fef297af79a11ed0c5587a93ba2962e	14.0	14.0	8.0	10.0	20.0	13.0	15.0	13.0	19.0	12.0	20.0	18.0	14.0	11.0	9.0	21.0
9508d8cb9ef50dcce6261c207739053c	30.0	0.0	28.0	0.0	0.0	0.0	0.0	8.0	0.0	75.0	0.0	46.0	0.0	43.0	0.0	0.0
0f678ec6e69ef5a84b60c0ebeecb2163	16.0	58.0	17.0	10.0	0.0	0.0	4.0	0.0	89.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0
d7cc0d2620b8b59fd0dca1fbca1be2e0	15.0	14.0	18.0	9.0	9.0	11.0	12.0	8.0	21.0	8.0	19.0	14.0	24.0	27.0	9.0	10.0
677f50f414106ddf4ffd4a910716954a	13.0	25.0	18.0	16.0	9.0	23.0	15.0	15.0	0.0	8.0	15.0	17.0	18.0	16.0	5.0	15.0
15f773efa09d52bd537a6990f2126059	52.0	0.0	36.0	14.0	0.0	0.0	0.0	0.0	0.0	55.0	77.0	0.0	0.0	0.0	0.0	0.0
5e9d73619ba08e647e3d282afb682111	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	57.0	50.0	43.0	17.0	19.0	0.0	0.0	0.0
0a1fe6779e06a34e0a54fb3632789466	0.0	0.0	17.0	0.0	0.0	12.0	0.0	14.0	97.0	71.0	0.0	0.0	0.0	0.0	27.0	0.0
7256de27d21782f1a1dc64b78c8b03a8	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	8.0	30.0	53.0	45.0	10.0
ed789ebe331365adefa1ec98e26bc395	52.0	0.0	18.0	0.0	40.0	0.0	0.0	0.0	54.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0
6070adef37e1aea78275a0a8ed0971df	11.0	11.0	11.0	26.0	19.0	19.0	10.0	18.0	13.0	12.0	12.0	18.0	4.0	8.0	13.0	18.0
66bea12be92a439c270988d2567527cb	0.0	32.0	39.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	27.0	21.0	23.0	0.0	0.0	0.0
cefc4604d2eeeffaa838964687b75cfe	17.0	48.0	10.0	10.0	8.0	0.0	0.0	10.0	10.0	21.0	5.0	29.0	12.0	27.0	7.0	16.0
e2238f7073ecd7592e2b699f6763ecc3	19.0	14.0	6.0	3.0	14.0	9.0	6.0	8.0	21.0	22.0	15.0	16.0	32.0	22.0	4.0	10.0
c3d228e30bf0e8a755ec4646f14a5323	26.0	16.0	14.0	8.0	8.0	12.0	1.0	15.0	7.0	5.0	11.0	26.0	18.0	24.0	9.0	14.0
ab2066396fd04fec879b55948e2b6b38	11.0	9.0	11.0	9.0	16.0	10.0	6.0	23.0	19.0	20.0	18.0	12.0	16.0	21.0	7.0	16.0
ace147d6fd38406ed267f6e3294b68cd	0.0	11.0	16.0	0.0	0.0	0.0	16.0	0.0	30.0	47.0	28.0	0.0	36.0	49.0	0.0	0.0
83676717faec1ad9927ca4dbc1372627	13.0	6.0	16.0	4.0	13.0	12.0	9.0	11.0	12.0	13.0	20.0	18.0	22.0	27.0	11.0	7.0
3be7e5f759eb556634c210df2e2f3ad5	0.0	27.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	72.0	0.0	0.0
3715db7646201516a80a1b297d79758a	65.0	0.0	69.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2567e3c9c34df60a495d0a5405c8ffba	33.0	63.0	43.0	8.0	0.0	0.0	0.0	0.0	10.0	6.0	9.0	23.0	8.0	14.0	0.0	0.0
753bb88c518296a5b6152ed243e9468b	9.0	20.0	37.0	14.0	12.0	15.0	10.0	6.0	10.0	14.0	13.0	17.0	10.0	5.0	11.0	12.0
69f1ab07e2d1848a8b66816e721c08ff	5.0	20.0	17.0	6.0	5.0	16.0	12.0	5.0	20.0	14.0	15.0	22.0	19.0	10.0	5.0	15.0
df48b3247d80af04969cfb2ee940c66e	70.0	0.0	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	63.0	0.0
854cc53741b8af6b567e3017f1cb514a	33.0	0.0	92.0	0.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7c4a679dcfa4fa400e0b5ffc13150e56	30.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0
3353733a8bf7405732ebbc4df0dd924b	0.0	34.0	24.0	0.0	47.0	0.0	0.0	0.0	25.0	10.0	7.0	22.0	10.0	22.0	0.0	0.0
70c6a8d0affe0bf9bf7e147a094c5624	0.0	13.0	30.0	0.0	0.0	9.0	1.0	9.0	24.0	28.0	10.0	35.0	21.0	17.0	6.0	15.0
0de9c487289ef8f06a2c36323924e60b	15.0	9.0	7.0	20.0	14.0	17.0	22.0	19.0	8.0	14.0	9.0	7.0	0.0	26.0	6.0	21.0
8f9c11ce0b71b30295fad6754335d1d4	7.0	0.0	22.0	30.0	8.0	10.0	14.0	11.0	9.0	27.0	23.0	23.0	16.0	8.0	13.0	0.0
2dc51fa6d03ac0e7151b274a04fad216	74.0	0.0	17.0	0.0	30.0	0.0	0.0	0.0	20.0	23.0	18.0	13.0	20.0	0.0	0.0	0.0
2f812a6321ea3b8e5dc3f9ff21db34da	31.0	13.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	10.0	0.0	63.0	0.0
87c473c13d4f0b150fcf39a37a644cfb	31.0	19.0	20.0	7.0	17.0	3.0	14.0	14.0	5.0	12.0	4.0	17.0	11.0	15.0	16.0	13.0
542d38b2d67f8468981653f4288e20d8	0.0	0.0	0.0	0.0	0.0	29.0	0.0	7.0	0.0	28.0	0.0	50.0	34.0	36.0	5.0	27.0
0140fa6c22f0861dabaacf28568789fc	39.0	19.0	7.0	10.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	39.0	40.0	48.0	0.0	0.0
ba75be4c82c03b8499304d6edd883126	26.0	20.0	9.0	13.0	8.0	9.0	2.0	8.0	13.0	15.0	16.0	15.0	18.0	19.0	0.0	13.0
757e2bafd154042992371973e5302b45	25.0	9.0	25.0	24.0	11.0	4.0	8.0	7.0	12.0	8.0	19.0	12.0	18.0	24.0	8.0	1.0
5662badaf06ee976178ffba4d90a4c25	12.0	14.0	14.0	23.0	9.0	4.0	5.0	13.0	7.0	18.0	20.0	14.0	23.0	14.0	14.0	6.0
70d33cedb2bc9b6178440a3bb52169bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	64.0	0.0	0.0	64.0	42.0
32822581dce9f405fada439fbb4cc1dc	22.0	24.0	35.0	6.0	0.0	0.0	7.0	0.0	21.0	16.0	0.0	18.0	24.0	19.0	0.0	13.0
bb91010a7efc7f0675e1264651583986	0.0	13.0	25.0	6.0	9.0	9.0	37.0	5.0	12.0	4.0	17.0	8.0	14.0	31.0	12.0	8.0
022abccc571849cc00ea88e160e34739	8.0	19.0	12.0	5.0	8.0	18.0	12.0	3.0	13.0	22.0	19.0	15.0	14.0	18.0	6.0	19.0
083837d2754f859f863a53d476d1bc65	30.0	15.0	5.0	4.0	4.0	5.0	6.0	4.0	23.0	20.0	6.0	17.0	18.0	24.0	14.0	10.0
a8d6f211481d39e1e498f3aca05c5da2	22.0	12.0	19.0	4.0	5.0	4.0	5.0	15.0	22.0	12.0	23.0	12.0	18.0	12.0	7.0	11.0
93f6b2e74548b60b20dc9d5893c6b162	0.0	58.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	30.0	29.0	9.0	32.0	0.0	0.0
03ca80b70d142172bc940f98802b83e0	25.0	7.0	0.0	54.0	31.0	0.0	0.0	8.0	0.0	28.0	29.0	0.0	22.0	0.0	0.0	0.0
e7c6da940f1ffabda39ccc5d907098a6	23.0	15.0	15.0	5.0	13.0	7.0	9.0	4.0	11.0	15.0	16.0	16.0	18.0	19.0	9.0	10.0
d04aa51fb3ce8d9d74ab3606003783e7	17.0	16.0	13.0	0.0	0.0	29.0	0.0	0.0	30.0	17.0	7.0	26.0	17.0	18.0	11.0	0.0
31dbaa93ef9254bd252eb0124daa9b53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	52.0	52.0	55.0	0.0	0.0	0.0	0.0	37.0
62fa26d07860e9b9cd5d641498fadc8a	0.0	69.0	67.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0
8f17463c931212eae7e7f780f759f9df	14.0	8.0	26.0	8.0	7.0	13.0	12.0	10.0	6.0	6.0	14.0	7.0	16.0	15.0	22.0	12.0
d9eaa1152d418d8a69e2c12581810fef	0.0	61.0	51.0	55.0	0.0	11.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
659f06133b01cce9b6146f3d97f3df47	0.0	0.0	60.0	0.0	0.0	0.0	9.0	0.0	62.0	0.0	0.0	0.0	0.0	61.0	0.0	0.0
92f05bdffd690b76961e602fcca49303	0.0	0.0	37.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	46.0	31.0	0.0
e5036b0ff369b3352cff2243eb34960b	35.0	0.0	46.0	0.0	45.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bc060e13273f745909d419fa7db3216b	15.0	3.0	51.0	0.0	0.0	0.0	0.0	0.0	20.0	10.0	14.0	24.0	11.0	42.0	0.0	0.0
84ea94a7966744f639760c36a591c2dd	13.0	9.0	10.0	7.0	8.0	18.0	16.0	13.0	24.0	5.0	9.0	12.0	12.0	8.0	15.0	17.0
4f53c7e106de81bc2d5432e6c8aae7e7	7.0	16.0	14.0	15.0	14.0	6.0	14.0	19.0	7.0	5.0	9.0	18.0	7.0	19.0	23.0	11.0
2ee88a471f206bac386a3997a2a7940c	26.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	27.0	11.0	0.0	16.0	54.0
089b3c41fb5eda060f0414a1f7853a14	15.0	5.0	11.0	3.0	14.0	21.0	19.0	13.0	6.0	7.0	11.0	7.0	12.0	20.0	20.0	8.0
440f0e94a3839f767b0f8c178400be25	0.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	0.0	71.0	43.0
66609b078ffd9ab246805526814a5c99	0.0	0.0	63.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0
