OTU_ID	ERR2198721	ERR2198722	ERR2198723	ERR2198724	ERR2198726	ERR2198727	ERR2198728	ERR2198730	ERR2198732	ERR2198733	ERR2198735	ERR2198736	ERR2198737	ERR2198738	ERR2198740	ERR2198741	ERR2198742	ERR2198744	ERR2198748	ERR2198749	ERR2198752	ERR2198753	ERR2198754	ERR2198755	ERR2198757	ERR2198758	ERR2198759	ERR2198765	ERR2198770	ERR2198771	ERR2198779	ERR2198782	ERR2198783	ERR2198784	ERR2198785	ERR2198786	ERR2198787	ERR2198790	ERR2198793	ERR2198797	ERR2198800	ERR2198805
a701f10c6415c46bbbfc779dcb615948	0.0	0.0	0.0	120.0	96.0	396.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	497.0	117.0	0.0	0.0	0.0	0.0	4327.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bdbe57ac36744fe8228a804b4104d51e	386.0	640.0	92.0	217.0	93.0	0.0	18.0	74.0	427.0	408.0	441.0	126.0	169.0	63.0	82.0	84.0	47.0	43.0	203.0	732.0	44.0	612.0	481.0	686.0	0.0	7.0	0.0	79.0	41.0	2182.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	599.0	8.0	13.0	16.0
df6e4642fef6225822bac376a98e8954	267.0	131.0	583.0	247.0	118.0	105.0	164.0	177.0	307.0	1114.0	302.0	616.0	978.0	254.0	109.0	52.0	22.0	35.0	961.0	521.0	64.0	122.0	285.0	322.0	0.0	0.0	0.0	21.0	39.0	30.0	18.0	37.0	0.0	5.0	1.0	0.0	0.0	47.0	499.0	0.0	0.0	0.0
d02d5f1388829acec071e84c0ffb5eff	88.0	850.0	36.0	187.0	55.0	0.0	153.0	20.0	177.0	47.0	0.0	0.0	0.0	15.0	12.0	2.0	20.0	73.0	0.0	0.0	10.0	6.0	12.0	97.0	886.0	24.0	110.0	7.0	38.0	10.0	0.0	0.0	8.0	108.0	41.0	3.0	10.0	0.0	4.0	5826.0	115.0	45.0
f7bc43194f70096ba29d840b50e1d781	1754.0	40.0	2822.0	1226.0	0.0	0.0	7.0	37.0	24.0	995.0	0.0	16.0	0.0	41.0	8.0	0.0	0.0	0.0	534.0	1489.0	113.0	112.0	35.0	205.0	0.0	0.0	0.0	51.0	17.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.0	0.0	0.0	0.0
9605261e60b6235096bfb11cb0bf9308	0.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1365.0	3084.0	732.0	0.0	0.0	0.0	0.0	2.0	0.0	586.0	158.0	0.0	0.0	0.0	0.0	3701.0	48.0	0.0
e2f997dd6351f67788cb119da08ede61	657.0	352.0	199.0	499.0	44.0	0.0	3.0	302.0	163.0	236.0	221.0	93.0	185.0	34.0	3.0	1.0	9.0	92.0	314.0	965.0	340.0	143.0	375.0	378.0	0.0	0.0	0.0	124.0	9.0	9.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	656.0	0.0	0.0	0.0
e3370de8fb5228730a3eb4b4e675c584	208.0	29.0	16.0	142.0	3209.0	951.0	371.0	0.0	15.0	20.0	0.0	0.0	0.0	0.0	735.0	20.0	1500.0	23.0	0.0	0.0	23.0	60.0	60.0	51.0	0.0	0.0	0.0	30.0	392.0	423.0	0.0	0.0	388.0	15.0	7.0	9.0	88.0	0.0	0.0	0.0	0.0	21.0
55d948bd491e8cf081370470311b5381	413.0	28.0	16.0	202.0	546.0	2478.0	255.0	0.0	28.0	16.0	25.0	0.0	11.0	41.0	32.0	19.0	18.0	55.0	0.0	0.0	36.0	468.0	498.0	276.0	0.0	0.0	0.0	44.0	1440.0	85.0	35.0	39.0	0.0	25.0	15.0	11.0	0.0	13.0	0.0	0.0	0.0	0.0
dbb72bbd7935a852f023cc64576a0437	30.0	25.0	50.0	15.0	11.0	29.0	36.0	0.0	0.0	0.0	4.0	0.0	0.0	8.0	60.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	6.0	13.0	690.0	219.0	1605.0	7.0	70.0	127.0	47.0	16.0	8.0	67.0	0.0	0.0	9.0	0.0	0.0	267.0	3385.0	989.0
3832977d50b6aaba42acf7944ffa5593	197.0	28.0	0.0	208.0	1386.0	901.0	255.0	0.0	0.0	12.0	14.0	0.0	17.0	17.0	639.0	47.0	1980.0	0.0	0.0	11.0	0.0	36.0	58.0	67.0	6.0	0.0	0.0	49.0	253.0	58.0	21.0	0.0	100.0	0.0	9.0	0.0	71.0	0.0	6.0	0.0	0.0	0.0
44f62553009fa7aeece4903c6ba8e26d	196.0	35.0	8.0	147.0	1200.0	784.0	187.0	4.0	8.0	16.0	14.0	5.0	0.0	7.0	651.0	36.0	2095.0	21.0	0.0	5.0	26.0	57.0	66.0	85.0	10.0	0.0	0.0	50.0	194.0	102.0	40.0	19.0	57.0	0.0	0.0	0.0	60.0	7.0	0.0	5.0	9.0	0.0
2e74cf0672f0eff9a1a7dad9e1eec20c	0.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	831.0	1141.0	0.0	878.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	15.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	26.0	0.0	0.0	2080.0	0.0	2.0	5.0	6.0
aae52e994616dd3fbdf06df799321d88	18.0	24.0	159.0	34.0	364.0	695.0	1099.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	151.0	0.0	28.0	17.0	0.0	0.0	7.0	10.0	0.0	7.0	2435.0	609.0	1626.0	325.0	139.0	0.0	0.0	0.0	0.0	83.0	22.0	4.0	7.0	0.0	0.0	26.0	0.0	0.0
cad665c5bf32316e20208d72ee916358	949.0	205.0	255.0	673.0	0.0	0.0	0.0	633.0	223.0	291.0	83.0	76.0	81.0	54.0	0.0	2.0	5.0	4.0	367.0	758.0	130.0	41.0	35.0	204.0	0.0	0.0	0.0	42.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	265.0	0.0	0.0	0.0
ad1a4373e855af499a4d0c4e236e440e	6.0	213.0	197.0	20.0	0.0	0.0	0.0	517.0	202.0	596.0	13.0	133.0	37.0	48.0	0.0	0.0	0.0	1.0	513.0	957.0	0.0	0.0	8.0	9.0	0.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	129.0	788.0	0.0	0.0	0.0
e56fca339cb4fbbb5ec1defde26b8176	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1170.0	2936.0	1135.0
109c61655d4cfabb890b15fed853fe1d	37.0	35.0	51.0	18.0	8.0	0.0	2.0	15.0	27.0	44.0	214.0	110.0	88.0	11.0	254.0	50.0	88.0	0.0	44.0	57.0	35.0	9.0	105.0	52.0	0.0	0.0	0.0	222.0	50.0	126.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.0	0.0	0.0	0.0
f8cb7fb9665c300ab33133b4a05a8255	0.0	17.0	258.0	240.0	172.0	140.0	101.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	1145.0	0.0	79.0	46.0	0.0	0.0	10.0	25.0	38.0	46.0	0.0	47.0	260.0	2107.0	339.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	74.0
a7ade27bff37943e37ce6a5298618a80	20.0	7.0	22.0	8.0	112.0	18.0	40.0	61.0	20.0	5.0	15.0	32.0	14.0	22.0	65.0	3.0	16.0	106.0	42.0	36.0	9.0	11.0	28.0	19.0	36.0	31.0	39.0	78.0	109.0	39.0	69.0	79.0	18.0	187.0	50.0	19.0	10.0	19.0	30.0	30.0	39.0	64.0
f9e1870e1baa521d8ff07624ee141b98	4.0	8.0	88.0	6.0	0.0	0.0	0.0	0.0	6.0	327.0	106.0	152.0	110.0	19.0	40.0	2.0	3.0	0.0	585.0	29.0	20.0	8.0	113.0	40.0	0.0	0.0	0.0	11.0	0.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1703.0	0.0	0.0	0.0
677ea0a02fcc2022ef600899e5a624a8	0.0	36.0	0.0	0.0	0.0	0.0	3198.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	6.0	0.0	0.0	23.0	0.0	280.0	370.0	594.0	0.0	16.0	17.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	92.0	21.0
e1186529c87094fd56df5806c99e8f33	157.0	133.0	1262.0	541.0	0.0	0.0	969.0	111.0	58.0	224.0	13.0	29.0	14.0	55.0	23.0	52.0	18.0	251.0	86.0	618.0	47.0	137.0	0.0	21.0	0.0	0.0	0.0	24.0	10.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0
8e50e63cb6bd3a8e1dbc6a9aa1a26eca	200.0	249.0	293.0	450.0	15.0	0.0	62.0	43.0	367.0	486.0	114.0	94.0	36.0	27.0	34.0	12.0	25.0	23.0	342.0	1073.0	21.0	12.0	51.0	71.0	0.0	0.0	0.0	49.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0
4da5ddad1b21cd1e2473eef187bf099d	108.0	42.0	106.0	369.0	137.0	70.0	26.0	0.0	5.0	0.0	0.0	6.0	0.0	10.0	67.0	14.0	1613.0	0.0	0.0	11.0	0.0	0.0	14.0	11.0	85.0	29.0	34.0	56.0	27.0	10.0	0.0	0.0	19.0	46.0	35.0	19.0	2.0	0.0	10.0	180.0	0.0	30.0
aa40f14349979279362eee0fd3efca27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	15.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	78.0	154.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50f494e2801bb9c1ffc274e9e9394455	9.0	0.0	36.0	3.0	0.0	9.0	100.0	0.0	0.0	0.0	3.0	26.0	23.0	111.0	0.0	0.0	0.0	5462.0	0.0	0.0	19.0	9.0	13.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	251.0	0.0	0.0	0.0	0.0
f9212bcb1c52aed19f7495f85449a765	79.0	15.0	15.0	40.0	12.0	6.0	9.0	0.0	0.0	21.0	56.0	125.0	7.0	0.0	105.0	2.0	17.0	13.0	9.0	19.0	1832.0	15.0	187.0	10.0	15.0	5.0	16.0	113.0	0.0	593.0	0.0	0.0	1.0	60.0	29.0	17.0	3.0	7.0	6.0	39.0	4.0	11.0
759200a027d74c297120f2a7f3cdbdbd	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.0	84.0	122.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	11.0	13.0	7.0	0.0	0.0	0.0	0.0	0.0	18.0	1171.0	2075.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0
c07cc2bd9796b9c1a91c55cc54d18b7a	4.0	0.0	39.0	4.0	84.0	51.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	170.0	12.0	0.0	0.0	0.0	0.0	9.0	3.0	97.0	298.0	61.0	60.0	18.0	6.0	10.0	0.0	20.0	238.0	71.0	17.0	10.0	0.0	0.0	4.0	209.0	788.0
1303ebbe700478e30c8c1b821a72bdf8	25.0	85.0	107.0	27.0	99.0	0.0	62.0	9.0	11.0	0.0	594.0	228.0	274.0	172.0	0.0	3.0	9.0	72.0	0.0	0.0	200.0	154.0	590.0	259.0	0.0	0.0	0.0	0.0	33.0	76.0	52.0	58.0	0.0	0.0	0.0	0.0	0.0	258.0	21.0	0.0	0.0	0.0
1b5980f6acb74621017369b3fe32d0be	447.0	84.0	112.0	25.0	450.0	102.0	106.0	2.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	1113.0	0.0	0.0	111.0	4.0	209.0	35.0	2.0	11.0	0.0	271.0	10.0	15.0	16.0	7.0	0.0	33.0	13.0	11.0	0.0	0.0	2.0	0.0	0.0	0.0
3dba9f5c3d59bfc6e21d02041fec3da0	27.0	9.0	0.0	19.0	0.0	58.0	0.0	9.0	0.0	0.0	0.0	19.0	0.0	6.0	0.0	137.0	24.0	0.0	0.0	0.0	33.0	18.0	252.0	107.0	0.0	0.0	0.0	62.0	645.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fc929bb0892105930eab9313c29023f1	4.0	112.0	104.0	870.0	170.0	118.0	177.0	67.0	36.0	60.0	0.0	0.0	44.0	49.0	11.0	0.0	0.0	162.0	0.0	0.0	15.0	35.0	10.0	655.0	132.0	330.0	192.0	45.0	57.0	0.0	8.0	0.0	0.0	70.0	45.0	9.0	7.0	0.0	28.0	19.0	0.0	0.0
2c9d12c33eb5ec7f412d9f358e691315	91.0	64.0	83.0	131.0	28.0	33.0	122.0	58.0	513.0	281.0	233.0	105.0	379.0	56.0	27.0	13.0	17.0	21.0	66.0	308.0	32.0	148.0	83.0	96.0	0.0	0.0	0.0	4.0	30.0	28.0	83.0	277.0	0.0	0.0	0.0	0.0	0.0	40.0	41.0	0.0	0.0	0.0
1964fee284e9054ff96d40bf99f09ddb	7.0	1.0	4.0	4.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	1644.0	1258.0	1337.0	0.0	0.0	0.0	2.0	0.0	0.0	70.0	36.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
5ae94bb6eb30713bedd009cc62710e71	2.0	14.0	3.0	13.0	1101.0	57.0	432.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	156.0	0.0	0.0	0.0	5.0	0.0	16.0	4.0	137.0	38.0	89.0	63.0	31.0	10.0	25.0	0.0	7.0	91.0	30.0	1.0	17.0	0.0	0.0	381.0	107.0	14.0
3c8447f2d6c3396a9122631f45ea6fb0	10.0	0.0	10.0	0.0	60.0	1026.0	1862.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	791.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	23.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
24944a465a767c99bfd508f97bf73b8d	91.0	64.0	4.0	0.0	0.0	0.0	0.0	955.0	213.0	3.0	0.0	7.0	0.0	14.0	0.0	3.0	3.0	119.0	97.0	1943.0	9.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0
