OTU_ID	SRR6367416	SRR6367417	SRR6367418	SRR6367419	SRR6367420	SRR6367421	SRR6367422	SRR6367423	SRR6367424	SRR6367425	SRR6367426	SRR6367427	SRR6367428	SRR6367429	SRR6367430	SRR6367431	SRR6367432	SRR6367433	SRR6367434	SRR6367435	SRR6367436	SRR6367437	SRR6367438	SRR6367439	SRR6367440	SRR6367441	SRR6367442	SRR6367443	SRR6367444	SRR6367445	SRR6367447	SRR6367448	SRR6367449	SRR6367450	SRR6367451	SRR6367452	SRR6367453	SRR6367454	SRR6367455	SRR6367456	SRR6367457	SRR6367458	SRR6367459	SRR6367460	SRR6367461	SRR6367462	SRR6367463
fdd07123776e624ce55700e29a7ac855	667.0	429.0	397.0	1563.0	15.0	0.0	30.0	21.0	0.0	54.0	1346.0	143.0	102.0	1012.0	74.0	55.0	565.0	1076.0	196.0	115.0	0.0	0.0	121.0	118.0	152.0	104.0	112.0	0.0	306.0	370.0	54.0	1386.0	65.0	142.0	1252.0	0.0	752.0	184.0	93.0	157.0	172.0	236.0	128.0	546.0	81.0	11.0	352.0
792dcd93860563ffb632cf26008df464	122.0	0.0	70.0	0.0	354.0	985.0	507.0	547.0	84.0	84.0	61.0	831.0	263.0	23.0	1006.0	1650.0	127.0	802.0	356.0	271.0	0.0	0.0	116.0	0.0	57.0	144.0	668.0	189.0	109.0	117.0	291.0	130.0	223.0	652.0	336.0	280.0	429.0	193.0	64.0	68.0	244.0	160.0	0.0	0.0	59.0	662.0	0.0
1c641fca68a45223ea917a171b42b457	14.0	43.0	133.0	49.0	27.0	46.0	44.0	18.0	43.0	98.0	28.0	31.0	114.0	45.0	208.0	30.0	30.0	53.0	251.0	315.0	4729.0	70.0	59.0	3982.0	168.0	357.0	275.0	723.0	450.0	715.0	13.0	14.0	0.0	0.0	0.0	53.0	37.0	155.0	16.0	258.0	0.0	32.0	69.0	40.0	97.0	0.0	0.0
7ab06b68796947151f035f23f89b04b1	209.0	0.0	74.0	256.0	91.0	97.0	29.0	42.0	88.0	31.0	23.0	0.0	58.0	50.0	638.0	348.0	303.0	144.0	10.0	111.0	7816.0	66.0	63.0	1457.0	108.0	61.0	158.0	704.0	46.0	42.0	51.0	133.0	119.0	109.0	20.0	49.0	101.0	196.0	611.0	188.0	489.0	29.0	54.0	217.0	217.0	0.0	9.0
4cabff7e30cbc1fa7375fd8b275b86d2	69.0	363.0	514.0	132.0	26.0	17.0	0.0	0.0	1880.0	0.0	750.0	80.0	246.0	233.0	52.0	156.0	0.0	0.0	1150.0	304.0	58.0	62.0	386.0	0.0	31.0	504.0	63.0	169.0	297.0	142.0	0.0	0.0	0.0	0.0	0.0	2302.0	197.0	0.0	407.0	50.0	182.0	430.0	777.0	403.0	441.0	0.0	526.0
85d2df89540514de7b67dc3c0bdadde4	23.0	0.0	97.0	10.0	41.0	39.0	26.0	35.0	450.0	29.0	38.0	21.0	65.0	22.0	161.0	146.0	125.0	28.0	391.0	1596.0	4416.0	399.0	207.0	2405.0	72.0	50.0	159.0	246.0	29.0	1072.0	15.0	110.0	131.0	21.0	44.0	62.0	114.0	56.0	16.0	133.0	136.0	15.0	29.0	49.0	94.0	2.0	0.0
0dbdeb383d0f4688b9cbda3323778333	262.0	311.0	69.0	361.0	178.0	490.0	244.0	274.0	109.0	121.0	105.0	41.0	29.0	59.0	1094.0	400.0	2001.0	277.0	0.0	38.0	104.0	0.0	0.0	0.0	0.0	22.0	154.0	46.0	82.0	61.0	152.0	327.0	1293.0	361.0	374.0	67.0	442.0	162.0	201.0	246.0	266.0	69.0	95.0	354.0	185.0	73.0	0.0
d8a426c2a7c1bd77159820067c37f123	361.0	217.0	1274.0	158.0	126.0	78.0	43.0	62.0	210.0	0.0	796.0	0.0	113.0	47.0	373.0	337.0	173.0	73.0	0.0	666.0	530.0	101.0	197.0	94.0	14.0	0.0	37.0	0.0	123.0	0.0	38.0	302.0	145.0	122.0	129.0	0.0	53.0	81.0	647.0	656.0	106.0	629.0	286.0	455.0	954.0	0.0	588.0
348099773ced5b32239d5ea172d21625	97.0	31.0	191.0	83.0	97.0	137.0	21.0	212.0	504.0	34.0	325.0	47.0	129.0	259.0	55.0	139.0	73.0	55.0	414.0	686.0	74.0	24.0	950.0	35.0	0.0	12.0	0.0	121.0	122.0	242.0	248.0	66.0	45.0	116.0	20.0	1336.0	434.0	67.0	1335.0	493.0	130.0	419.0	341.0	540.0	384.0	37.0	320.0
61a4a643340d156d344c30e932d92f19	1142.0	334.0	122.0	4417.0	0.0	0.0	10.0	35.0	12.0	15.0	65.0	22.0	18.0	174.0	32.0	46.0	0.0	12.0	0.0	369.0	126.0	172.0	724.0	429.0	7.0	183.0	918.0	187.0	90.0	70.0	14.0	0.0	17.0	0.0	16.0	16.0	238.0	13.0	228.0	93.0	213.0	98.0	0.0	928.0	42.0	0.0	189.0
7588be8f676bd9e4b023eb95d4918a68	0.0	0.0	52.0	105.0	0.0	0.0	31.0	58.0	2211.0	59.0	99.0	0.0	63.0	60.0	45.0	89.0	20.0	0.0	1062.0	775.0	101.0	68.0	1181.0	157.0	0.0	282.0	0.0	1027.0	65.0	229.0	25.0	44.0	45.0	24.0	25.0	286.0	125.0	61.0	238.0	232.0	0.0	1089.0	239.0	153.0	162.0	0.0	0.0
08666526d2c49a8ce4373fc5986624fa	147.0	68.0	244.0	0.0	60.0	0.0	33.0	0.0	131.0	0.0	0.0	0.0	74.0	0.0	244.0	303.0	73.0	164.0	0.0	88.0	68.0	62.0	86.0	7511.0	39.0	105.0	417.0	0.0	0.0	0.0	106.0	137.0	174.0	443.0	0.0	77.0	91.0	0.0	326.0	93.0	114.0	0.0	60.0	153.0	0.0	0.0	0.0
1c46c08d16b05aa8e99deb9c7de33187	1464.0	171.0	67.0	122.0	122.0	310.0	179.0	147.0	127.0	69.0	0.0	0.0	71.0	0.0	271.0	253.0	752.0	0.0	0.0	37.0	62.0	0.0	513.0	59.0	0.0	291.0	115.0	0.0	0.0	0.0	0.0	2467.0	1033.0	336.0	185.0	525.0	93.0	135.0	0.0	229.0	67.0	55.0	0.0	0.0	164.0	0.0	0.0
34228f6624e66b5950ce23a719de933f	410.0	79.0	39.0	124.0	200.0	582.0	87.0	228.0	420.0	82.0	33.0	16.0	36.0	0.0	600.0	577.0	165.0	130.0	27.0	71.0	395.0	86.0	76.0	0.0	0.0	44.0	90.0	29.0	70.0	58.0	177.0	201.0	663.0	196.0	125.0	286.0	586.0	188.0	1291.0	545.0	231.0	80.0	222.0	505.0	204.0	0.0	30.0
78f7cfaf05727f7120e2c99ecaae9a49	10.0	10.0	113.0	0.0	868.0	669.0	302.0	1254.0	353.0	1348.0	97.0	206.0	1126.0	63.0	68.0	0.0	0.0	9.0	0.0	25.0	15.0	0.0	16.0	0.0	0.0	21.0	0.0	81.0	130.0	0.0	1738.0	0.0	0.0	0.0	0.0	115.0	112.0	332.0	146.0	76.0	100.0	239.0	20.0	0.0	22.0	147.0	48.0
761db781437db09c894dcce8345173b4	53.0	0.0	138.0	0.0	1226.0	217.0	1707.0	287.0	182.0	1097.0	25.0	311.0	759.0	154.0	230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	418.0	0.0	51.0	0.0	0.0	164.0	117.0	1022.0	233.0	0.0	169.0	42.0	0.0	0.0	0.0	1236.0	0.0
5007be5679cf40b9f72c3aa7199e7ef1	49.0	13.0	60.0	51.0	448.0	404.0	654.0	505.0	53.0	105.0	19.0	182.0	125.0	0.0	244.0	375.0	15.0	166.0	0.0	145.0	0.0	0.0	0.0	0.0	19.0	121.0	428.0	52.0	60.0	80.0	197.0	168.0	540.0	881.0	1677.0	202.0	260.0	46.0	31.0	47.0	222.0	56.0	42.0	0.0	0.0	1014.0	70.0
7a4ad697671e68e84b4810a4f2ea45fe	70.0	18.0	121.0	66.0	61.0	28.0	12.0	29.0	2205.0	33.0	204.0	27.0	158.0	53.0	71.0	106.0	0.0	15.0	930.0	158.0	45.0	24.0	279.0	21.0	11.0	6.0	23.0	625.0	151.0	273.0	45.0	10.0	0.0	0.0	0.0	1681.0	54.0	127.0	37.0	42.0	196.0	268.0	88.0	54.0	223.0	47.0	542.0
4ca75eef9737fb5550895261c1f6bbcb	272.0	876.0	111.0	120.0	55.0	409.0	122.0	38.0	68.0	25.0	41.0	11.0	0.0	61.0	70.0	0.0	58.0	0.0	0.0	0.0	31.0	0.0	81.0	0.0	159.0	170.0	87.0	19.0	35.0	0.0	95.0	229.0	1749.0	1064.0	1439.0	62.0	158.0	55.0	660.0	283.0	371.0	159.0	182.0	296.0	59.0	27.0	146.0
6d1b4550c39b9e7fc04e81304d027825	14.0	38.0	39.0	0.0	8.0	7.0	0.0	62.0	72.0	19.0	94.0	41.0	37.0	235.0	19.0	0.0	0.0	0.0	1715.0	692.0	62.0	592.0	526.0	826.0	62.0	8.0	0.0	1077.0	199.0	524.0	13.0	0.0	14.0	6.0	0.0	51.0	19.0	0.0	0.0	160.0	0.0	1171.0	222.0	272.0	191.0	0.0	87.0
0c87b393ac7bf68d4056d28eb9b83e56	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	5696.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f41a2d8f1c97dc9fa4dc4a97e0aa2851	308.0	995.0	720.0	369.0	264.0	81.0	0.0	0.0	0.0	0.0	198.0	107.0	0.0	1768.0	0.0	22.0	0.0	0.0	0.0	41.0	27.0	35.0	62.0	126.0	0.0	0.0	13.0	0.0	0.0	30.0	521.0	345.0	77.0	43.0	44.0	80.0	90.0	225.0	0.0	262.0	666.0	374.0	74.0	1087.0	48.0	129.0	547.0
205d05e823486131297e12c6848ae033	378.0	326.0	101.0	42.0	71.0	56.0	190.0	0.0	268.0	90.0	115.0	58.0	73.0	50.0	137.0	140.0	121.0	264.0	0.0	0.0	90.0	189.0	0.0	168.0	1012.0	614.0	534.0	0.0	114.0	62.0	147.0	343.0	785.0	480.0	563.0	338.0	50.0	181.0	302.0	151.0	84.0	279.0	227.0	82.0	128.0	11.0	55.0
94720298629e633b60e0b0bcc1b31d3d	867.0	551.0	60.0	778.0	35.0	41.0	8.0	35.0	7.0	13.0	353.0	126.0	24.0	192.0	15.0	0.0	0.0	6.0	0.0	69.0	192.0	344.0	593.0	195.0	15.0	0.0	8.0	0.0	89.0	0.0	25.0	48.0	22.0	0.0	0.0	17.0	63.0	78.0	127.0	1052.0	312.0	615.0	454.0	365.0	962.0	0.0	467.0
3e98234c9bd839fa8bc41de6da095607	0.0	96.0	0.0	125.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	0.0	0.0	157.0	0.0	0.0	0.0	15.0	83.0	122.0	127.0	893.0	149.0	0.0	0.0	0.0	406.0	650.0	620.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	511.0	86.0	0.0	544.0	0.0	3053.0
7552bf9fc30f90e1fac5141a703c8f96	197.0	232.0	175.0	334.0	375.0	64.0	388.0	163.0	44.0	321.0	597.0	1163.0	283.0	270.0	77.0	212.0	0.0	26.0	27.0	264.0	22.0	32.0	96.0	18.0	27.0	0.0	23.0	256.0	67.0	156.0	234.0	22.0	18.0	0.0	33.0	80.0	186.0	139.0	115.0	45.0	340.0	135.0	153.0	24.0	70.0	319.0	322.0
48e506780822ae186a0bc1a392da9d67	0.0	0.0	0.0	0.0	18.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	110.0	230.0	48.0	233.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	242.0	1238.0	0.0	19.0	0.0	0.0	2116.0	1474.0	2569.0	383.0	0.0	0.0	106.0	0.0	76.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0
bdc72ddfad17251397f16a643b1407c8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.0	61.0	26.0	0.0	0.0	24.0	28.0	21.0	0.0	0.0	0.0	1908.0	723.0	73.0	41.0	1164.0	25.0	16.0	63.0	18.0	436.0	218.0	396.0	0.0	0.0	0.0	0.0	0.0	123.0	14.0	17.0	0.0	378.0	0.0	1198.0	188.0	0.0	135.0	22.0	94.0
5d4da35653a50c44627395fe7d1708b8	957.0	0.0	757.0	2898.0	22.0	66.0	5.0	9.0	4.0	0.0	7.0	0.0	22.0	76.0	6.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	16.0	2.0	0.0	19.0	42.0	186.0	21.0	0.0	7.0	0.0	5.0	0.0	0.0	0.0	1928.0	1244.0	22.0	86.0	69.0	7.0	0.0	102.0
7252e5e5a2ef108bdc8ec49c0d885476	0.0	0.0	0.0	0.0	141.0	86.0	473.0	159.0	0.0	61.0	0.0	0.0	0.0	0.0	701.0	2529.0	131.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	886.0	95.0	565.0	0.0	32.0	0.0	0.0	190.0	292.0	400.0	271.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3ca626c8783008c8b8cf88adeb7f610a	105.0	341.0	364.0	12.0	70.0	0.0	48.0	35.0	44.0	8.0	933.0	235.0	144.0	883.0	19.0	41.0	0.0	0.0	7.0	149.0	134.0	57.0	72.0	19.0	0.0	0.0	8.0	53.0	57.0	189.0	21.0	21.0	0.0	0.0	0.0	165.0	1496.0	171.0	234.0	168.0	43.0	200.0	115.0	195.0	115.0	58.0	214.0
9501262c0ab1a2a93ee1e0f699f38349	0.0	0.0	0.0	0.0	0.0	0.0	108.0	81.0	0.0	71.0	0.0	0.0	0.0	0.0	129.0	0.0	884.0	2106.0	0.0	0.0	0.0	0.0	0.0	0.0	463.0	17.0	123.0	0.0	18.0	0.0	20.0	281.0	1209.0	771.0	1653.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14bf66b861fc8f2e90e86f0f8ddaa3ff	0.0	0.0	0.0	0.0	28.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8225.0	2.0	1271.0	0.0	0.0
54eb5a9ecbba13cc412cd2cde8addc54	0.0	29.0	0.0	0.0	248.0	21.0	76.0	33.0	186.0	43.0	0.0	0.0	0.0	0.0	970.0	287.0	182.0	244.0	17.0	127.0	0.0	0.0	0.0	0.0	0.0	22.0	96.0	109.0	0.0	922.0	0.0	226.0	246.0	250.0	1429.0	0.0	0.0	36.0	17.0	0.0	283.0	24.0	0.0	0.0	0.0	12.0	0.0
1f78f9f64e77d2b1e7e6ded2ed50c4d9	24.0	242.0	282.0	0.0	0.0	0.0	24.0	96.0	0.0	0.0	572.0	82.0	77.0	2164.0	39.0	0.0	0.0	0.0	424.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.0	56.0	115.0	278.0	0.0	0.0	0.0	0.0	0.0	341.0	20.0	0.0	425.0	50.0	450.0	114.0	41.0	0.0	211.0	43.0
