OTU_ID	ERR8442896	ERR8442897	ERR8442898	ERR8442899	ERR8442900	ERR8442901	ERR8442902	ERR8442903	ERR8442904	ERR8442905	ERR8442906	ERR8442907	ERR8442908	ERR8442909	ERR8442910	ERR8442911	ERR8442912	ERR8442913	ERR8442914	ERR8442915	ERR8442916	ERR8442918	ERR8442919	ERR8442920	ERR8442921	ERR8442922	ERR8442923	ERR8442924	ERR8442925	ERR8442926	ERR8442927	ERR8442928	ERR8442929	ERR8442930	ERR8442931	ERR8442932	ERR8442933	ERR8442934	ERR8442935	ERR8442936	ERR8442937	ERR8442938	ERR8442939	ERR8442940	ERR8442941	ERR8442942	ERR8442943	ERR8442944	ERR8442945	ERR8442946	ERR8442947	ERR8442948	ERR8442949	ERR8442950	ERR8442951	ERR8442952	ERR8442953	ERR8442954	ERR8442955	ERR8442956	ERR8442957	ERR8442958	ERR8442959	ERR8442960	ERR8442961	ERR8442962	ERR8442963	ERR8442964	ERR8442965	ERR8442966	ERR8442967	ERR8442968	ERR8442969	ERR8442970	ERR8442971	ERR8442972	ERR8442973	ERR8442974	ERR8442975	ERR8442976	ERR8442977	ERR8442978	ERR8442979	ERR8442980	ERR8442981	ERR8442982	ERR8442983	ERR8442984	ERR8442985	ERR8442986	ERR8442987	ERR8442988	ERR8442989	ERR8442990	ERR8442991	ERR8442992	ERR8442993	ERR8442995	ERR8442996	ERR8442997	ERR8442998	ERR8442999	ERR8443000	ERR8443001	ERR8443002	ERR8443003	ERR8443004	ERR8443005	ERR8443006	ERR8443007	ERR8443008	ERR8443009	ERR8443010	ERR8443011	ERR8443012	ERR8443013	ERR8443014	ERR8443015
7b617370bc0fcd6f62636697656c2e66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	763.0	924.0	685.0	655.0	562.0	1019.0	0.0	0.0	0.0	67.0	0.0	0.0	0.0	0.0	802.0	671.0	670.0	780.0	630.0	899.0	701.0	675.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	682.0	659.0	537.0	624.0	588.0	817.0	653.0	572.0	843.0	749.0	969.0	861.0	295.0	812.0	813.0	620.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	679.0	486.0	1101.0	531.0	688.0	481.0	502.0	862.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	775.0	998.0	837.0	925.0	510.0	913.0	633.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	997.0	581.0	541.0	694.0	511.0	445.0	705.0	0.0	0.0	0.0	0.0	0.0	0.0	556.0	754.0	628.0	569.0	914.0	860.0	913.0	238.0
00e059876d1530b6145c1197dfad89f8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	702.0	1024.0	866.0	725.0	645.0	1234.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	576.0	546.0	771.0	867.0	638.0	643.0	755.0	735.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	652.0	750.0	570.0	690.0	701.0	902.0	667.0	660.0	961.0	852.0	887.0	940.0	283.0	839.0	894.0	666.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	650.0	468.0	880.0	546.0	735.0	548.0	501.0	931.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	805.0	1036.0	775.0	831.0	477.0	899.0	712.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	831.0	476.0	430.0	551.0	433.0	398.0	601.0	0.0	0.0	0.0	0.0	0.0	0.0	435.0	647.0	583.0	436.0	773.0	672.0	744.0	235.0
24a0727f4651329d8a2e684f6de20ed7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	715.0	946.0	754.0	698.0	572.0	1074.0	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	606.0	621.0	819.0	1056.0	755.0	531.0	923.0	943.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	834.0	795.0	674.0	511.0	777.0	1046.0	732.0	718.0	1000.0	964.0	979.0	1027.0	347.0	969.0	1049.0	800.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	700.0	529.0	947.0	569.0	719.0	558.0	502.0	922.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	586.0	729.0	528.0	573.0	304.0	637.0	431.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	709.0	443.0	364.0	459.0	353.0	298.0	421.0	0.0	0.0	0.0	0.0	0.0	0.0	333.0	586.0	444.0	397.0	682.0	533.0	568.0	157.0
dfaefc706582ef8adeb6b29c1922288b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	673.0	646.0	587.0	521.0	417.0	797.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	585.0	559.0	715.0	933.0	728.0	707.0	795.0	803.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	752.0	734.0	608.0	597.0	680.0	929.0	688.0	667.0	971.0	917.0	813.0	956.0	311.0	899.0	857.0	686.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	691.0	494.0	1047.0	617.0	821.0	666.0	501.0	1046.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	814.0	991.0	732.0	821.0	436.0	842.0	684.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	756.0	458.0	409.0	511.0	347.0	322.0	502.0	0.0	0.0	0.0	0.0	0.0	0.0	461.0	830.0	585.0	506.0	916.0	759.0	689.0	203.0
efa4bf9062e6d6b306c439fbc90df3b2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	708.0	1070.0	934.0	849.0	672.0	1371.0	0.0	0.0	0.0	46.0	0.0	0.0	0.0	0.0	662.0	609.0	813.0	1009.0	762.0	484.0	857.0	886.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	747.0	743.0	578.0	632.0	762.0	967.0	755.0	674.0	1010.0	881.0	899.0	952.0	293.0	912.0	925.0	716.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	685.0	525.0	1020.0	666.0	791.0	612.0	519.0	1040.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	435.0	599.0	447.0	468.0	258.0	443.0	318.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	550.0	367.0	317.0	406.0	322.0	238.0	334.0	0.0	0.0	0.0	0.0	0.0	0.0	282.0	493.0	330.0	327.0	556.0	464.0	462.0	122.0
4b458de924b4c5d6460280c2012a02a7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	730.0	1030.0	830.0	723.0	642.0	1178.0	0.0	0.0	0.0	57.0	0.0	0.0	0.0	0.0	683.0	599.0	649.0	772.0	518.0	867.0	646.0	603.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	627.0	625.0	504.0	748.0	596.0	795.0	586.0	520.0	765.0	691.0	788.0	811.0	306.0	753.0	749.0	644.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	591.0	465.0	955.0	568.0	634.0	544.0	474.0	865.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	729.0	896.0	706.0	768.0	442.0	675.0	505.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	882.0	539.0	434.0	565.0	431.0	363.0	561.0	0.0	0.0	0.0	0.0	0.0	0.0	441.0	650.0	487.0	450.0	772.0	714.0	767.0	225.0
ee1d3170a7ebfad110701ba0e642f9f1	860.0	642.0	793.0	716.0	672.0	735.0	687.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	349.0	322.0	919.0	1040.0	842.0	1052.0	820.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	666.0	791.0	711.0	519.0	397.0	780.0	982.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	781.0	981.0	789.0	585.0	459.0	828.0	777.0	739.0	689.0	184.0	376.0	633.0	655.0	702.0	597.0	503.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	580.0	380.0	306.0	665.0	964.0	344.0	672.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	557.0	719.0	590.0	830.0	1056.0	877.0	829.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	230.0	108.0	718.0	573.0	478.0	420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4ed10519cd9a1f87d4851e0ed4d1e2c1	1145.0	836.0	957.0	820.0	776.0	1000.0	884.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	870.0	781.0	910.0	988.0	907.0	1061.0	885.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	534.0	635.0	566.0	461.0	287.0	653.0	807.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	663.0	869.0	836.0	897.0	492.0	1106.0	841.0	873.0	778.0	206.0	298.0	531.0	608.0	651.0	558.0	482.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	597.0	371.0	312.0	670.0	784.0	273.0	556.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	347.0	424.0	396.0	453.0	635.0	555.0	740.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	190.0	90.0	564.0	456.0	357.0	358.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cbad025b232c915a64701016f436ee3a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	759.0	1441.0	1173.0	1060.0	864.0	1677.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	0.0	624.0	543.0	623.0	771.0	542.0	448.0	658.0	632.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	649.0	675.0	512.0	830.0	573.0	814.0	584.0	535.0	755.0	719.0	812.0	844.0	275.0	795.0	791.0	653.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	571.0	422.0	898.0	499.0	723.0	579.0	435.0	854.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	495.0	685.0	469.0	538.0	317.0	468.0	378.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	643.0	375.0	335.0	425.0	342.0	279.0	328.0	0.0	0.0	0.0	0.0	0.0	0.0	275.0	510.0	360.0	299.0	588.0	511.0	478.0	135.0
0c3b08184b7d3a6da816351b18adb546	0.0	0.0	0.0	0.0	0.0	0.0	0.0	837.0	993.0	756.0	700.0	613.0	1109.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	0.0	760.0	594.0	443.0	523.0	335.0	859.0	478.0	428.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455.0	475.0	411.0	1010.0	410.0	603.0	455.0	404.0	586.0	579.0	745.0	633.0	250.0	627.0	671.0	524.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	453.0	310.0	967.0	516.0	629.0	467.0	456.0	835.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	760.0	1005.0	772.0	822.0	506.0	824.0	551.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	844.0	524.0	455.0	576.0	453.0	376.0	584.0	0.0	0.0	0.0	0.0	0.0	0.0	463.0	629.0	529.0	418.0	782.0	681.0	878.0	243.0
