OTU_ID	SRR8284879	SRR8284880	SRR8284881	SRR8284882	SRR8284883	SRR8284884	SRR8284885	SRR8284886	SRR8284887	SRR8284888	SRR8284889	SRR8284890	SRR8284891	SRR8284892	SRR8284893	SRR8284894	SRR8284895	SRR8284896
2ed516391ecdd4e3ec70501101bbb48f	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	39.0	78.0	0.0	61.0	69.0	86.0	68.0	56.0
414c9d001adb6001b53971401d544594	107.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	49.0	0.0	69.0	52.0	56.0	66.0	41.0
40ffdd5e7750d2664f3d506f2c47e539	0.0	27.0	14.0	56.0	22.0	36.0	45.0	21.0	0.0	29.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
e00465c135d85f1ca7a0cdc0db902223	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	53.0	49.0	0.0	64.0	70.0	69.0	53.0	61.0
f24c7a697bc58cbcfe98701d49762e5a	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	52.0	49.0	0.0	71.0	62.0	49.0	34.0	57.0
87c458c1e23963c3c4a08e1e90e05bad	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	33.0	32.0	0.0	50.0	82.0	57.0	58.0	61.0
50f10b27ba77a38b1add99f4b7581c7d	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.0	0.0	50.0	20.0	0.0	58.0	52.0	54.0	50.0	56.0
927f02f2a3160383d6368fa7fd7b86ff	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	63.0	75.0	0.0	35.0	45.0	61.0	66.0	58.0
e9cd9c8fd2b0fa6315beca4c03f535a0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	114.0	0.0	38.0	54.0	0.0	53.0	87.0	0.0	0.0	62.0
ff3859c35dbc6fa1ea0da034183dde22	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	39.0	47.0	0.0	69.0	40.0	43.0	41.0	44.0
fffea932c5bd0259ef6c364402e14d93	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	38.0	52.0	0.0	63.0	49.0	60.0	58.0	59.0
439ac1981c1d40ae2bbce07b747c07c3	40.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	0.0	44.0	28.0	0.0	45.0	54.0	60.0	28.0	76.0
ddce50adb9a140253cde9d517d7a2f2c	0.0	18.0	0.0	33.0	31.0	14.0	16.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7f380ffb90830b215a4206613cd51501	0.0	25.0	16.0	27.0	31.0	20.0	16.0	10.0	0.0	22.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0
7b6dc5968c6dababb1d5a050d3816543	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	78.0	0.0	53.0	37.0	0.0	75.0	50.0	0.0	31.0	0.0
0fd621b33cc2d3e9d039e0d190464aa7	0.0	7.0	8.0	39.0	9.0	73.0	3.0	71.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
81b95bcb2b6d3b17c44be706d7c9ae01	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	39.0	0.0	48.0	56.0	62.0	31.0	57.0
3accdcc65b1476a7aaae1d4d8be00c71	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	102.0	26.0	0.0	35.0	35.0	34.0	47.0	32.0
49f13e44c77c1f1113a756f0297ad098	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	86.0	0.0	55.0	0.0	70.0	0.0	86.0
3c83f34cc6b45cd0f7ca8dac24c903de	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	28.0	25.0	0.0	46.0	42.0	50.0	27.0	45.0
dd101a90b52e4aec5f303860fdaca2e8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	43.0	58.0	0.0	0.0	61.0	68.0	34.0	57.0
a8a20cb714f3949972d2b5a600078b06	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	47.0	0.0	51.0	48.0	60.0	32.0	48.0
aa1c04940c7dd1ab9f99cd5fad2b6c42	31.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	77.0	23.0	0.0	81.0	33.0	31.0	34.0	52.0
f1032b829ca3dfe60a6c1ca67a9723d9	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	41.0	41.0	0.0	57.0	21.0	50.0	0.0	73.0
74325058601ce53b4fb0d95972609f9c	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	55.0	0.0	78.0	0.0	67.0	33.0	0.0
d4810c003bbf931d3d588cf9de56babd	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	18.0	32.0	0.0	75.0	93.0	0.0	30.0	23.0
d2c07540cd159c71d43ffa3533b8a05b	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	39.0	34.0	0.0	53.0	39.0	36.0	24.0	21.0
749d36a6bb885c3c8f8863100c36dbac	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	30.0	36.0	0.0	30.0	38.0	38.0	33.0	29.0
524f631e52dd90d596be797777ba1adf	0.0	0.0	82.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	63.0	0.0	0.0	0.0	0.0	0.0
91bd40ae6416b489bf270dfc13bd6ae5	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	19.0	22.0	0.0	52.0	47.0	26.0	0.0	59.0
9ac7687029012992ede1e3454e7b6a07	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	22.0	0.0	0.0	61.0	52.0	0.0	39.0	0.0
39fa234d1efe2d86c039933bfe688cce	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	34.0	36.0	0.0	31.0	31.0	40.0	39.0	41.0
5cf0205166f2b6b09b6c327ee3d365fd	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	63.0	0.0	75.0	0.0	0.0	0.0	0.0
e1e4aba18feac21f03d7e23fbf331f61	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	26.0	30.0	0.0	34.0	35.0	28.0	27.0	33.0
d4246c927c57a5c1c56344caf929e427	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	35.0	35.0	0.0	41.0	30.0	31.0	23.0	35.0
5d3097d1328bce2fd5999b43585b74ba	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	30.0	38.0	0.0	24.0	43.0	32.0	31.0	24.0
dfb629f928aedc5d9add21f77ab062e0	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	37.0	34.0	0.0	23.0	42.0	36.0	34.0	22.0
f27c93e43aa2f8988d9574a03b42cfdb	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	34.0	28.0	0.0	43.0	37.0	36.0	26.0	39.0
02aab440d0d58adebdc45596d5510031	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	19.0	25.0	0.0	100.0	24.0	22.0	37.0	0.0
ab2087261861993b30eda1e8db258254	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	24.0	30.0	0.0	29.0	18.0	30.0	25.0	22.0
ce460e5e4b4b737bff96cef0011eb865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	68.0	31.0	0.0	25.0	18.0	33.0	39.0	36.0
cd25e6e436208644d7faae5fc9de5263	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	30.0	24.0	0.0	45.0	0.0	32.0	0.0	47.0
8c237a64d7b75346b26931b56b50c33c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	29.0	0.0	76.0	62.0	0.0	0.0	51.0
1e53c2b3ffc54c0d4edf69d027a61ef8	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	19.0	31.0	0.0	41.0	23.0	30.0	31.0	25.0
3bd75d3dbf9b4e65eb3bb0a1967a5c2d	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	32.0	35.0	0.0	32.0	24.0	32.0	21.0	27.0
f3fe006699d2b9e13fd03bd1cc1afe0d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	90.0	0.0	101.0
7d0ccbe7d4ae121f0216bdc62b8ffb48	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	36.0	36.0	0.0	30.0	29.0	23.0	26.0	18.0
6bb50546b72bcab2bad75a8df943e3eb	0.0	6.0	0.0	38.0	30.0	23.0	21.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
31b952d3b08a25b96a4652e309feaeea	45.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	25.0	24.0	0.0	0.0	36.0	50.0	26.0	20.0
237ae9a0d5b6a3124e5d5a85592c19c1	0.0	12.0	14.0	34.0	8.0	20.0	15.0	23.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
936312c07006d9851f7d04358650428a	0.0	9.0	0.0	31.0	29.0	20.0	31.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
65921b240a21a5c032280fd1189d7c5b	0.0	13.0	10.0	13.0	7.0	13.0	16.0	19.0	0.0	9.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
136ce6e9c13857901a8d48afa1acfac2	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	39.0	0.0	25.0	21.0	33.0	27.0	18.0
1526ff3913b0de1ee8a8d221e45643d3	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	29.0	28.0	0.0	37.0	27.0	26.0	20.0	37.0
d671b6271c9fd11698ffce36c07a7585	0.0	0.0	0.0	0.0	27.0	22.0	18.0	22.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0
7b9f89d4828d5e4d41dcc73bb7db4fe2	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	27.0	0.0	49.0	39.0	41.0	0.0	39.0
2b3ef3234bd07b7eb46ef003dae381d5	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	61.0	19.0	0.0	0.0	38.0	33.0	24.0	10.0
33a36d9151dacf4fd540370c5e05a6db	61.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	56.0
f0051924ce135935f48f20821ffb5483	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	29.0	46.0	0.0	47.0	0.0	0.0	39.0	33.0
0550080fe55368e078fb429712792097	0.0	0.0	0.0	0.0	20.0	26.0	28.0	19.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
967670b2daea136cab15df8b9566cc98	90.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88.0	0.0	0.0	0.0	0.0	0.0	33.0
9783aeaacd9d24d5f0e0c97558398486	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	9.0	16.0	0.0	0.0	15.0	41.0	33.0	0.0
85a2dddb006ea6621796f1d7a800a91c	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	34.0	38.0	0.0	26.0	0.0	0.0	0.0	41.0
b9932bbb93c09f35b5ff94a0ba2da79b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	11.0	37.0	0.0	0.0	0.0	35.0	42.0	36.0
a964bae2c892410d99fa7e45b219d480	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	43.0	0.0	0.0	28.0	0.0	50.0	39.0
aabbf969b6060842c8673bd2d093ba75	0.0	9.0	42.0	5.0	6.0	5.0	6.0	7.0	0.0	14.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0
daef32a1ae95f8a11591042cc3f7a3d5	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	14.0	17.0	0.0	30.0	16.0	18.0	28.0	16.0
74e7dc814297df8abb8f6e68b9ddb5ce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	50.0	0.0	0.0	30.0	0.0	35.0	46.0
09267d820b45518e2b70b0aeb62b9825	0.0	0.0	0.0	50.0	0.0	19.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e2f8ecbc7dead6a072f9d98e77c06940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	58.0	58.0	0.0	53.0
7a3cb246a24eb74fb1078cbfce0555ab	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	17.0	0.0	30.0	26.0	22.0	16.0	25.0
53b9871667364d976de36de358ded6d7	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	16.0	19.0	0.0	21.0	21.0	51.0	15.0	12.0
96aa0b9b7311861afa1da1569d9f4358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	81.0	14.0	69.0
2649a91b3b40ac2a3cd5a2a37687d8ac	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0	59.0	0.0	0.0	27.0	56.0
e0f22212aae9a545aa284446e063dbe0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	55.0	0.0	0.0	0.0	68.0	81.0	0.0	0.0
7a212aaca36fa7a7c4d717898250fb01	57.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	60.0	34.0	0.0	0.0
5b106cc6d79668f7f8f8e5ffe052af6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0	31.0	0.0	49.0	0.0	35.0	23.0	0.0
3974196f8e24514ebd9acde115b0be5a	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	18.0	16.0	0.0	28.0	26.0	23.0	21.0	20.0
955ee8e3879c9f6746b5170d02607b43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	39.0	0.0	0.0	0.0	49.0	15.0	44.0
fa03bcd40ea3d0593fd53fd7bffe8105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	86.0	0.0	0.0	0.0	46.0	0.0	70.0	0.0
d8617a4f168d05bac15444b4ac02320f	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	34.0	0.0	0.0	16.0	22.0	16.0	15.0	16.0
b5bebe581432f887c7835bbd09962f9c	0.0	4.0	0.0	22.0	13.0	32.0	13.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
eadb15072c3933c82595a53966b14a24	0.0	8.0	8.0	14.0	9.0	8.0	7.0	9.0	0.0	6.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
23cf4cba0689c4c9a85e3d195a796245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	55.0
52473571318b6766b3a86689c13b5e4a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	68.0	33.0	0.0	0.0	0.0	0.0	20.0	0.0
f55ca9b19d0a19f4d9f1fec5d373458b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	32.0	0.0	48.0	0.0	27.0	30.0	0.0
9b04741df8bfe7fdf598883b51295585	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	12.0	0.0	22.0	20.0	22.0	16.0	11.0
a402f74227aad2cac512163cd20f71fd	25.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	20.0	0.0	0.0	23.0	20.0	0.0	20.0	26.0
0f77124773636b0800bc81be63411220	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0	0.0	0.0
061ceaff3dccdf96ad769df3686ec0fd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0	0.0	0.0	28.0	0.0	47.0	52.0	0.0
d4e50983d669fe46829382e34f78cb6d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	40.0	0.0	45.0	45.0	0.0
9aef75f49404fffc0bc8854c7207381a	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0	0.0	0.0	0.0	0.0	28.0	48.0	0.0
93eebd35832ea488f4d53b3d1f905b2d	0.0	9.0	11.0	0.0	0.0	0.0	6.0	0.0	0.0	12.0	0.0	0.0	34.0	0.0	0.0	0.0	0.0	0.0
1e2ddba67fea1eb5fac60e4ba30775c9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	0.0	55.0
c4d7562ad598ba6ae5fdd7ee8d764e2b	0.0	0.0	12.0	0.0	11.0	13.0	8.0	16.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
b2a5f3de1ef34e00943821431d598892	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	60.0	0.0	0.0	0.0	0.0
c907d9b140e75afdce5a81063166e583	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.0	68.0	29.0
8df97ebfc139295e0d159c3927b61abc	0.0	2.0	22.0	15.0	0.0	12.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4eb41fcf51f2a97f8933077e1ad10c63	0.0	0.0	9.0	11.0	6.0	0.0	12.0	4.0	0.0	7.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0
2691d7a3efb583b1a5bd545ed34767ef	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	14.0	8.0	0.0	23.0	14.0	29.0	14.0	0.0
2abe9a958850ebae6b351f55e3db4b94	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0
069e61648e98cd69e6eef46b6fe335f7	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	14.0	18.0	0.0	12.0	16.0	20.0	13.0	19.0
aade3ecaf0ce45a71844090dc7beca3c	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	15.0	17.0	0.0	17.0	12.0	16.0	13.0	16.0
1ba15bd7a80e06d0a5496341a6e7034d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	17.0	16.0	0.0	31.0	27.0	0.0	11.0	8.0
823527cffb6397e5d6428b02aaaeee38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	59.0	31.0
90a7ba218eb51d83df7638096e06ac41	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	39.0
75109ec4f3642d1c4f606f9e935a2d61	39.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	36.0	0.0	0.0
6988e92346282dcc15e3ee9cd0e187e1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	19.0	0.0	0.0	0.0	40.0	8.0	32.0
68cf21d208512ae681362af9ee048a4f	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	0.0	0.0	30.0	0.0	17.0	0.0
3d67fd64aca29ffdfd6880052a00d2ff	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	10.0	12.0	0.0	11.0	15.0	11.0	14.0	13.0
b3b13f30c11d5ff7534e6d019d37361a	0.0	7.0	8.0	0.0	0.0	0.0	9.0	0.0	0.0	12.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0
a34152b088e1a3542cd561e893d4c1bd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	28.0	0.0	10.0	0.0	24.0	32.0	0.0
ac504041c7fb36cc0d42c002c8d762da	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66.0	0.0	0.0	0.0	0.0
e5f62f618e90a4e42dd791495616c5e5	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	11.0	0.0	12.0	24.0	16.0	13.0	17.0
7e14f750e7daed9e3b685e80fca38ae2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	19.0	31.0	0.0	17.0	32.0	0.0	0.0	0.0
0af45d68916e69d3968c5f7798f3e897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	20.0	27.0	21.0	17.0
efd0dca9f6eb9b3d6529cdf4ca8a12c8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	12.0	0.0	0.0	13.0	11.0	0.0	43.0
4598938c8c1c2631a1bdbf9b5fadf65e	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0	0.0	0.0	25.0	26.0
b0c2628b510de63ae8ee93190f50ef7a	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	11.0	0.0	9.0	17.0	16.0	21.0	13.0
